dataset,indicator,atoll_official,island,value,atoll_official_name,adm1_pcode,local_names,adm2_pcode,indicator2,value2
Employment,Combined rate of unemployment and potential labour force (%),Dhaal Atoll,Badidhoo,18.97018970189702,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012002,Combined rate of unemployment and potential labour force (%),18.97018970189702
Employment,Inactivity rate (%),Dhaal Atoll,Badidhoo,27.33485193621868,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012002,Inactivity rate (%),27.33485193621868
Employment,Youth unemployment rate (15-24 years) (%),Dhaal Atoll,Badidhoo,12.5,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012002,Youth unemployment rate (15-24 years) (%),12.5
Employment,Youth unemployment rate (18-35years) (%),Dhaal Atoll,Badidhoo,8.80503144654088,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012002,Youth unemployment rate (18-35years) (%),8.80503144654088
Employment,NEET rate (15-24 years) (%),Dhaal Atoll,Badidhoo,22.972972972972975,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012002,NEET rate (15-24 years) (%),22.972972972972975
Employment,NEET rate (18-35 years) (%),Dhaal Atoll,Badidhoo,7.894736842105263,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012002,NEET rate (18-35 years) (%),7.894736842105263
Employment,Labour force participation rate (%),Dhaal Atoll,Hulhudheli,76.88073394495413,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,Labour force participation rate (%),76.88073394495413
Employment,Employment-to-population ratio (%),Dhaal Atoll,Hulhudheli,74.6788990825688,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,Employment-to-population ratio (%),74.6788990825688
Employment,Unemployment rate (%),Dhaal Atoll,Hulhudheli,2.863961813842482,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,Unemployment rate (%),2.863961813842482
Employment,Combined rate of unemployment and potential labour force (%),Dhaal Atoll,Hulhudheli,10.352422907488986,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,Combined rate of unemployment and potential labour force (%),10.352422907488986
Employment,Inactivity rate (%),Dhaal Atoll,Hulhudheli,23.119266055045873,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,Inactivity rate (%),23.119266055045873
Employment,Youth unemployment rate (15-24 years) (%),Dhaal Atoll,Hulhudheli,9.615384615384617,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,Youth unemployment rate (15-24 years) (%),9.615384615384617
Employment,Youth unemployment rate (18-35years) (%),Dhaal Atoll,Hulhudheli,3.243243243243243,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,Youth unemployment rate (18-35years) (%),3.243243243243243
Employment,NEET rate (15-24 years) (%),Dhaal Atoll,Hulhudheli,17.582417582417584,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,NEET rate (15-24 years) (%),17.582417582417584
Employment,NEET rate (18-35 years) (%),Dhaal Atoll,Hulhudheli,6.190476190476191,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,NEET rate (18-35 years) (%),6.190476190476191
Employment,Labour force participation rate (%),Dhaal Atoll,Kudahuvadhoo,68.95179124281292,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,Labour force participation rate (%),68.95179124281292
Employment,Employment-to-population ratio (%),Dhaal Atoll,Kudahuvadhoo,67.44803184431667,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,Employment-to-population ratio (%),67.44803184431667
Employment,Unemployment rate (%),Dhaal Atoll,Kudahuvadhoo,2.1808851828094933,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,Unemployment rate (%),2.1808851828094933
Employment,Combined rate of unemployment and potential labour force (%),Dhaal Atoll,Kudahuvadhoo,9.495548961424332,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,Combined rate of unemployment and potential labour force (%),9.495548961424332
Employment,Inactivity rate (%),Dhaal Atoll,Kudahuvadhoo,31.048208757187084,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,Inactivity rate (%),31.048208757187084
Employment,Youth unemployment rate (15-24 years) (%),Dhaal Atoll,Kudahuvadhoo,6.756756756756757,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,Youth unemployment rate (15-24 years) (%),6.756756756756757
Employment,Youth unemployment rate (18-35years) (%),Dhaal Atoll,Kudahuvadhoo,1.95822454308094,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,Youth unemployment rate (18-35years) (%),1.95822454308094
Employment,NEET rate (15-24 years) (%),Dhaal Atoll,Kudahuvadhoo,14.07035175879397,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,NEET rate (15-24 years) (%),14.07035175879397
Employment,NEET rate (18-35 years) (%),Dhaal Atoll,Kudahuvadhoo,4.10958904109589,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,NEET rate (18-35 years) (%),4.10958904109589
Employment,Labour force participation rate (%),Dhaal Atoll,Maaeboodhoo,66.59959758551308,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,Labour force participation rate (%),66.59959758551308
Employment,Employment-to-population ratio (%),Dhaal Atoll,Maaeboodhoo,62.97786720321932,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,Employment-to-population ratio (%),62.97786720321932
Employment,Unemployment rate (%),Dhaal Atoll,Maaeboodhoo,5.438066465256798,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,Unemployment rate (%),5.438066465256798
Employment,Combined rate of unemployment and potential labour force (%),Dhaal Atoll,Maaeboodhoo,17.63157894736842,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,Combined rate of unemployment and potential labour force (%),17.63157894736842
Employment,Inactivity rate (%),Dhaal Atoll,Maaeboodhoo,33.400402414486926,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,Inactivity rate (%),33.400402414486926
Employment,Youth unemployment rate (15-24 years) (%),Dhaal Atoll,Maaeboodhoo,17.857142857142858,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,Youth unemployment rate (15-24 years) (%),17.857142857142858
Employment,Youth unemployment rate (18-35years) (%),Dhaal Atoll,Maaeboodhoo,7.462686567164178,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,Youth unemployment rate (18-35years) (%),7.462686567164178
Employment,NEET rate (15-24 years) (%),Dhaal Atoll,Maaeboodhoo,37.5,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,NEET rate (15-24 years) (%),37.5
Employment,NEET rate (18-35 years) (%),Dhaal Atoll,Maaeboodhoo,10.112359550561797,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,NEET rate (18-35 years) (%),10.112359550561797
Employment,Labour force participation rate (%),Dhaal Atoll,Hulhumeedhoo,74.79484173505276,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,Labour force participation rate (%),74.79484173505276
Employment,Employment-to-population ratio (%),Dhaal Atoll,Hulhumeedhoo,72.21570926143025,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,Employment-to-population ratio (%),72.21570926143025
Employment,Unemployment rate (%),Dhaal Atoll,Hulhumeedhoo,3.4482758620689653,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,Unemployment rate (%),3.4482758620689653
Employment,Combined rate of unemployment and potential labour force (%),Dhaal Atoll,Hulhumeedhoo,9.278350515463918,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,Combined rate of unemployment and potential labour force (%),9.278350515463918
Employment,Inactivity rate (%),Dhaal Atoll,Hulhumeedhoo,25.205158264947247,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,Inactivity rate (%),25.205158264947247
Employment,Youth unemployment rate (15-24 years) (%),Dhaal Atoll,Hulhumeedhoo,13.095238095238097,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,Youth unemployment rate (15-24 years) (%),13.095238095238097
Employment,Youth unemployment rate (18-35years) (%),Dhaal Atoll,Hulhumeedhoo,3.5502958579881656,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,Youth unemployment rate (18-35years) (%),3.5502958579881656
Employment,NEET rate (15-24 years) (%),Dhaal Atoll,Hulhumeedhoo,20,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,NEET rate (15-24 years) (%),20
Employment,NEET rate (18-35 years) (%),Dhaal Atoll,Hulhumeedhoo,5.115089514066496,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,NEET rate (18-35 years) (%),5.115089514066496
Employment,Labour force participation rate (%),Dhaal Atoll,Ribudhoo,71.80616740088107,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,Labour force participation rate (%),71.80616740088107
Employment,Employment-to-population ratio (%),Dhaal Atoll,Ribudhoo,69.16299559471366,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,Employment-to-population ratio (%),69.16299559471366
Employment,Unemployment rate (%),Dhaal Atoll,Ribudhoo,3.6809815950920246,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,Unemployment rate (%),3.6809815950920246
Employment,Combined rate of unemployment and potential labour force (%),Dhaal Atoll,Ribudhoo,11.299435028248588,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,Combined rate of unemployment and potential labour force (%),11.299435028248588
Employment,Inactivity rate (%),Dhaal Atoll,Ribudhoo,28.193832599118945,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,Inactivity rate (%),28.193832599118945
Employment,Youth unemployment rate (15-24 years) (%),Dhaal Atoll,Ribudhoo,13.333333333333334,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,Youth unemployment rate (15-24 years) (%),13.333333333333334
Employment,Youth unemployment rate (18-35years) (%),Dhaal Atoll,Ribudhoo,1.5384615384615383,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,Youth unemployment rate (18-35years) (%),1.5384615384615383
Employment,NEET rate (15-24 years) (%),Dhaal Atoll,Ribudhoo,8.333333333333332,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,NEET rate (15-24 years) (%),8.333333333333332
Employment,NEET rate (18-35 years) (%),Dhaal Atoll,Ribudhoo,1.2987012987012987,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,NEET rate (18-35 years) (%),1.2987012987012987
Employment,Labour force participation rate (%),Alif Dhekunu Buri,Dhidhdhoo,85.08771929824562,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,Labour force participation rate (%),85.08771929824562
Employment,Employment-to-population ratio (%),Alif Dhekunu Buri,Dhidhdhoo,81.57894736842105,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,Employment-to-population ratio (%),81.57894736842105
Employment,Unemployment rate (%),Alif Dhekunu Buri,Dhidhdhoo,4.123711340206185,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,Unemployment rate (%),4.123711340206185
Employment,Combined rate of unemployment and potential labour force (%),Alif Dhekunu Buri,Dhidhdhoo,5.1020408163265305,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,Combined rate of unemployment and potential labour force (%),5.1020408163265305
Employment,Inactivity rate (%),Alif Dhekunu Buri,Dhidhdhoo,14.912280701754383,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,Inactivity rate (%),14.912280701754383
Employment,Youth unemployment rate (15-24 years) (%),Alif Dhekunu Buri,Dhidhdhoo,28.57142857142857,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,Youth unemployment rate (15-24 years) (%),28.57142857142857
Employment,Youth unemployment rate (18-35years) (%),Alif Dhekunu Buri,Dhidhdhoo,6.8181818181818175,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,Youth unemployment rate (18-35years) (%),6.8181818181818175
Employment,NEET rate (15-24 years) (%),Alif Dhekunu Buri,Dhidhdhoo,37.5,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,NEET rate (15-24 years) (%),37.5
Employment,NEET rate (18-35 years) (%),Alif Dhekunu Buri,Dhidhdhoo,4.166666666666666,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,NEET rate (18-35 years) (%),4.166666666666666
Employment,Labour force participation rate (%),Alif Dhekunu Buri,Dhigurah,83.41307814992025,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,Labour force participation rate (%),83.41307814992025
Employment,Employment-to-population ratio (%),Alif Dhekunu Buri,Dhigurah,80.54226475279107,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,Employment-to-population ratio (%),80.54226475279107
Employment,Unemployment rate (%),Alif Dhekunu Buri,Dhigurah,3.4416826003824093,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,Unemployment rate (%),3.4416826003824093
Employment,Combined rate of unemployment and potential labour force (%),Alif Dhekunu Buri,Dhigurah,7.339449541284404,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,Combined rate of unemployment and potential labour force (%),7.339449541284404
Employment,Inactivity rate (%),Alif Dhekunu Buri,Dhigurah,16.586921850079744,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,Inactivity rate (%),16.586921850079744
Employment,Youth unemployment rate (15-24 years) (%),Alif Dhekunu Buri,Dhigurah,12.5,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,Youth unemployment rate (15-24 years) (%),12.5
Employment,Youth unemployment rate (18-35years) (%),Alif Dhekunu Buri,Dhigurah,3.5971223021582732,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,Youth unemployment rate (18-35years) (%),3.5971223021582732
Employment,NEET rate (15-24 years) (%),Alif Dhekunu Buri,Dhigurah,22.5,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,NEET rate (15-24 years) (%),22.5
Employment,NEET rate (18-35 years) (%),Alif Dhekunu Buri,Dhigurah,4.651162790697675,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,NEET rate (18-35 years) (%),4.651162790697675
Employment,Labour force participation rate (%),Faafu Atoll,Biledhdhoo,64.81774960380349,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,Labour force participation rate (%),64.81774960380349
Employment,Employment-to-population ratio (%),Faafu Atoll,Biledhdhoo,62.59904912836767,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,Employment-to-population ratio (%),62.59904912836767
Employment,Unemployment rate (%),Faafu Atoll,Biledhdhoo,3.4229828850855744,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,Unemployment rate (%),3.4229828850855744
Employment,Combined rate of unemployment and potential labour force (%),Faafu Atoll,Biledhdhoo,19.222903885480573,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,Combined rate of unemployment and potential labour force (%),19.222903885480573
Employment,Inactivity rate (%),Faafu Atoll,Biledhdhoo,35.182250396196515,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,Inactivity rate (%),35.182250396196515
Employment,Youth unemployment rate (15-24 years) (%),Faafu Atoll,Biledhdhoo,10.909090909090908,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,Youth unemployment rate (15-24 years) (%),10.909090909090908
Employment,Youth unemployment rate (18-35years) (%),Faafu Atoll,Biledhdhoo,3.684210526315789,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,Youth unemployment rate (18-35years) (%),3.684210526315789
Employment,NEET rate (15-24 years) (%),Faafu Atoll,Biledhdhoo,13.684210526315791,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,NEET rate (15-24 years) (%),13.684210526315791
Employment,NEET rate (18-35 years) (%),Faafu Atoll,Biledhdhoo,3.543307086614173,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,NEET rate (18-35 years) (%),3.543307086614173
Employment,Labour force participation rate (%),Faafu Atoll,Dharaboodhoo,73.07692307692307,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,Labour force participation rate (%),73.07692307692307
Employment,Employment-to-population ratio (%),Faafu Atoll,Dharaboodhoo,70.51282051282051,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,Employment-to-population ratio (%),70.51282051282051
Employment,Unemployment rate (%),Faafu Atoll,Dharaboodhoo,3.508771929824561,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,Unemployment rate (%),3.508771929824561
Employment,Combined rate of unemployment and potential labour force (%),Faafu Atoll,Dharaboodhoo,10.569105691056912,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,Combined rate of unemployment and potential labour force (%),10.569105691056912
Employment,Inactivity rate (%),Faafu Atoll,Dharaboodhoo,26.923076923076923,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,Inactivity rate (%),26.923076923076923
Employment,Youth unemployment rate (15-24 years) (%),Faafu Atoll,Dharaboodhoo,0,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,Youth unemployment rate (15-24 years) (%),0
Employment,Youth unemployment rate (18-35years) (%),Faafu Atoll,Dharaboodhoo,2.7777777777777777,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,Youth unemployment rate (18-35years) (%),2.7777777777777777
Employment,NEET rate (15-24 years) (%),Faafu Atoll,Dharaboodhoo,17.307692307692307,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,NEET rate (15-24 years) (%),17.307692307692307
Employment,NEET rate (18-35 years) (%),Faafu Atoll,Dharaboodhoo,4.6875,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,NEET rate (18-35 years) (%),4.6875
Employment,Labour force participation rate (%),Faafu Atoll,Feeali,53.666666666666664,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,Labour force participation rate (%),53.666666666666664
Employment,Employment-to-population ratio (%),Faafu Atoll,Feeali,50.83333333333333,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,Employment-to-population ratio (%),50.83333333333333
Employment,Unemployment rate (%),Faafu Atoll,Feeali,5.279503105590062,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,Unemployment rate (%),5.279503105590062
Employment,Combined rate of unemployment and potential labour force (%),Faafu Atoll,Feeali,25.4278728606357,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,Combined rate of unemployment and potential labour force (%),25.4278728606357
Employment,Inactivity rate (%),Faafu Atoll,Feeali,46.33333333333333,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,Inactivity rate (%),46.33333333333333
Employment,Youth unemployment rate (15-24 years) (%),Faafu Atoll,Feeali,15.384615384615383,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,Youth unemployment rate (15-24 years) (%),15.384615384615383
Employment,Youth unemployment rate (18-35years) (%),Faafu Atoll,Feeali,3.896103896103896,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,Youth unemployment rate (18-35years) (%),3.896103896103896
Employment,NEET rate (15-24 years) (%),Faafu Atoll,Feeali,34.21052631578947,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,NEET rate (15-24 years) (%),34.21052631578947
Employment,NEET rate (18-35 years) (%),Faafu Atoll,Feeali,12,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,NEET rate (18-35 years) (%),12
Employment,Labour force participation rate (%),Faafu Atoll,Magoodhoo,70.46979865771812,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011003,Labour force participation rate (%),70.46979865771812
Employment,Employment-to-population ratio (%),Faafu Atoll,Magoodhoo,68.0089485458613,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011003,Employment-to-population ratio (%),68.0089485458613
Employment,Unemployment rate (%),Faafu Atoll,Magoodhoo,3.492063492063492,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011003,Unemployment rate (%),3.492063492063492
