area_of_origin,area_of_destination,sex,migrants_1990,migrants_1995,migrants_2000,migrants_2005,migrants_2010,migrants_2015,migrants_2020,origin_iso,destination_iso,origin_population_2000,origin_population_2010,origin_population_2015,origin_population_2020,destination_population_2000,destination_population_2010,destination_population_2015,destination_population_2020
Bangladesh,Mauritius,female,50,95,211,2482,4772,5224,5297,BGD,MUS,129193327,148391139,157830000,167420951,1186873,1250400,1262879,1266014
Bangladesh,Mauritius,male,21,55,102,1190,2463,3103,3118,BGD,MUS,129193327,148391139,157830000,167420951,1186873,1250400,1262879,1266014
Bangladesh,Myanmar,female,212,321,316,265,239,227,236,BGD,MMR,129193327,148391139,157830000,167420951,45538332,49390988,51483949,53423198
Bangladesh,Myanmar,male,1158,1236,1043,889,826,797,830,BGD,MMR,129193327,148391139,157830000,167420951,45538332,49390988,51483949,53423198
Bangladesh,Nepal,female,457,468,348,331,121,115,109,BGD,NPL,129193327,148391139,157830000,167420951,24559500,27161567,27610325,29348627
Bangladesh,Nepal,male,43,109,174,122,123,118,113,BGD,NPL,129193327,148391139,157830000,167420951,24559500,27161567,27610325,29348627
Bangladesh,Netherlands,female,256,385,530,649,684,792,983,BGD,NLD,129193327,148391139,157830000,167420951,15925513,16615394,16939923,17441500
Bangladesh,Netherlands,male,145,205,270,339,432,546,860,BGD,NLD,129193327,148391139,157830000,167420951,15925513,16615394,16939923,17441500
Bangladesh,New Zealand,female,88,335,592,707,754,790,1369,BGD,NZL,129193327,148391139,157830000,167420951,3857700,4350700,4609400,5090200
Bangladesh,New Zealand,male,164,456,563,667,709,740,1283,BGD,NZL,129193327,148391139,157830000,167420951,3857700,4350700,4609400,5090200
Bangladesh,Northern Mariana Islands,male,421,563,755,670,392,352,354,BGD,MNP,129193327,148391139,157830000,167420951,80338,54087,51514,49587
Bangladesh,Norway,female,208,247,262,308,364,454,616,BGD,NOR,129193327,148391139,157830000,167420951,4490967,4889252,5188607,5379475
Bangladesh,Norway,male,350,245,223,245,340,543,715,BGD,NOR,129193327,148391139,157830000,167420951,4490967,4889252,5188607,5379475
Bangladesh,Oman,female,718,4536,6586,6939,8099,15646,19994,BGD,OMN,129193327,148391139,157830000,167420951,2344253,2881914,4191776,4543399
Bangladesh,Oman,male,49323,78117,85448,86008,100762,231922,296473,BGD,OMN,129193327,148391139,157830000,167420951,2344253,2881914,4191776,4543399
Bangladesh,Poland,male,57,49,42,64,88,84,112,BGD,POL,129193327,148391139,157830000,167420951,38258629,38042794,37986412,37899070
Bangladesh,Portugal,female,4,10,17,191,334,397,440,BGD,PRT,129193327,148391139,157830000,167420951,10289898,10573100,10358076,10297081
Bangladesh,Portugal,male,72,155,244,658,963,1073,1244,BGD,PRT,129193327,148391139,157830000,167420951,10289898,10573100,10358076,10297081
Bangladesh,Qatar,female,3480,5179,6079,8884,14102,12460,19818,BGD,QAT,129193327,148391139,157830000,167420951,645937,1713504,2414573,2760385
Bangladesh,Qatar,male,33076,38020,37323,66805,155268,147723,241854,BGD,QAT,129193327,148391139,157830000,167420951,645937,1713504,2414573,2760385
Bangladesh,Romania,male,2,4,6,8,8,97,153,BGD,ROU,129193327,148391139,157830000,167420951,22442971,20246871,19815616,19265250
Bangladesh,Russian Federation,male,628,658,664,538,401,407,407,BGD,RUS,129193327,148391139,157830000,167420951,146596869,142849468,144640716,145245148
Bangladesh,Saudi Arabia,female,121984,124746,127235,152700,181979,245148,312535,BGD,SAU,129193327,148391139,157830000,167420951,21547390,29411929,32749848,35997107
Bangladesh,Saudi Arabia,male,357396,366551,377555,470864,626506,777664,965089,BGD,SAU,129193327,148391139,157830000,167420951,21547390,29411929,32749848,35997107
Bangladesh,Seychelles,male,4,8,12,84,155,176,180,BGD,SYC,129193327,148391139,157830000,167420951,81131,89770,93419,98462
Bangladesh,Singapore,female,2978,6340,10430,19955,30619,35158,35769,BGD,SGP,129193327,148391139,157830000,167420951,4027887,5076732,5535002,5685807
Bangladesh,Singapore,male,5840,12247,19725,28036,37883,43426,44088,BGD,SGP,129193327,148391139,157830000,167420951,4027887,5076732,5535002,5685807
Bangladesh,South Africa,female,706,404,238,326,3690,6054,1299,BGD,ZAF,129193327,148391139,157830000,167420951,46813266,51784921,55876504,58801927
Bangladesh,South Africa,male,1763,1136,826,1074,8492,16911,14266,BGD,ZAF,129193327,148391139,157830000,167420951,46813266,51784921,55876504,58801927
Bangladesh,South Korea,female,4,25,53,210,464,1906,5661,BGD,KOR,129193327,148391139,157830000,167420951,47008111,49554112,51014947,51836239
Bangladesh,South Korea,male,654,4078,8802,7108,8206,5526,6441,BGD,KOR,129193327,148391139,157830000,167420951,47008111,49554112,51014947,51836239
Bangladesh,Spain,female,43,76,142,685,1966,2764,4450,BGD,ESP,129193327,148391139,157830000,167420951,40567864,46576897,46444832,47365655
Bangladesh,Spain,male,205,311,551,3698,8567,7072,10144,BGD,ESP,129193327,148391139,157830000,167420951,40567864,46576897,46444832,47365655
Bangladesh,Sri Lanka,female,2,10,28,86,170,174,173,BGD,LKA,129193327,148391139,157830000,167420951,18776371,20668557,21336697,21919000
Bangladesh,Sri Lanka,male,5,75,136,240,488,491,500,BGD,LKA,129193327,148391139,157830000,167420951,18776371,20668557,21336697,21919000
Bangladesh,Sweden,female,1053,1259,1360,1701,2176,2815,4274,BGD,SWE,129193327,148391139,157830000,167420951,8872109,9378126,9799186,10353442
Bangladesh,Sweden,male,1254,1479,1577,2181,3304,4024,5989,BGD,SWE,129193327,148391139,157830000,167420951,8872109,9378126,9799186,10353442
Bangladesh,Switzerland,female,159,266,375,460,551,815,1079,BGD,CHE,129193327,148391139,157830000,167420951,7184250,7824909,8282396,8638167
Bangladesh,Switzerland,male,571,789,1010,1116,1278,1442,1682,BGD,CHE,129193327,148391139,157830000,167420951,7184250,7824909,8282396,8638167
Bangladesh,Thailand,female,287,497,822,669,551,593,621,BGD,THA,129193327,148391139,157830000,167420951,63066603,68270489,70294397,71475664
Bangladesh,Thailand,male,438,714,1127,898,748,800,837,BGD,THA,129193327,148391139,157830000,167420951,63066603,68270489,70294397,71475664
Bangladesh,Turkey,male,73,177,282,291,299,295,410,BGD,TUR,129193327,148391139,157830000,167420951,64113547,73142150,78218479,83384680
Bangladesh,Uganda,female,39,38,108,106,110,108,101,BGD,UGA,129193327,148391139,157830000,167420951,24020697,32341728,37477356,44404611
Bangladesh,United Arab Emirates,female,15692,31631,49767,58037,115523,131213,143154,BGD,ARE,129193327,148391139,157830000,167420951,3275333,8481771,8916899,9287289
Bangladesh,United Arab Emirates,male,139177,188280,247853,350939,803842,873398,952077,BGD,ARE,129193327,148391139,157830000,167420951,3275333,8481771,8916899,9287289
Bangladesh,United Kingdom,female,47917,59936,73119,82077,101515,101608,118012,BGD,GBR,129193327,148391139,157830000,167420951,58892514,62766365,65116219,67081234
Bangladesh,United Kingdom,male,54463,64825,76122,87670,108066,114041,123787,BGD,GBR,129193327,148391139,157830000,167420951,58892514,62766365,65116219,67081234
Bangladesh,United States of America,female,7195,19604,32253,63041,80716,113215,134460,BGD,USA,129193327,148391139,157830000,167420951,282162411,309327143,320738994,331526933
Bangladesh,United States of America,male,14219,39530,65460,63267,78811,109401,127036,BGD,USA,129193327,148391139,157830000,167420951,282162411,309327143,320738994,331526933
Bangladesh,Vietnam,female,10,168,525,1730,2944,3589,3783,BGD,VNM,129193327,148391139,157830000,167420951,79001142,87411012,92191398,96648685
Bangladesh,Vietnam,male,215,355,719,2399,3596,4306,4542,BGD,VNM,129193327,148391139,157830000,167420951,79001142,87411012,92191398,96648685
Belgium,Philippines,female,19,26,454,361,288,292,309,BEL,PHL,10251250,10895586,11274196,11538604,77958223,94636700,103031365,112190977
Belgium,Philippines,male,57,76,394,325,236,241,257,BEL,PHL,10251250,10895586,11274196,11538604,77958223,94636700,103031365,112190977
Bhutan,Australia,female,6,8,35,51,845,2833,3900,BTN,AUS,587207,705516,743274,772506,19028802,22031750,23815995,25649248
Bhutan,Australia,male,19,25,35,79,845,3017,4037,BTN,AUS,587207,705516,743274,772506,19028802,22031750,23815995,25649248
Bhutan,Belgium,male,99,99,97,161,194,193,185,BTN,BEL,587207,705516,743274,772506,10251250,10895586,11274196,11538604
Bhutan,Canada,female,0,9,18,559,1109,2102,2276,BTN,CAN,587207,705516,743274,772506,30685730,34005902,35704498,38028638
Bhutan,Canada,male,0,8,17,552,1101,2116,2293,BTN,CAN,587207,705516,743274,772506,30685730,34005902,35704498,38028638
Bhutan,Denmark,female,1,1,1,72,136,310,306,BTN,DNK,587207,705516,743274,772506,5339616,5547683,5683483,5831404
Bhutan,Denmark,male,6,7,8,76,135,332,326,BTN,DNK,587207,705516,743274,772506,5339616,5547683,5683483,5831404
Bhutan,India,female,5597,4742,3887,4556,5411,5137,4887,BTN,IND,587207,705516,743274,772506,1059633675,1240613620,1322866505,1396387127
Bhutan,India,male,5491,4868,4244,5105,5420,4955,4551,BTN,IND,587207,705516,743274,772506,1059633675,1240613620,1322866505,1396387127
Bhutan,Nepal,female,8740,53134,54567,53264,36863,13980,13484,BTN,NPL,587207,705516,743274,772506,24559500,27161567,27610325,29348627
Bhutan,Nepal,male,8065,54530,56629,55123,38594,14760,14018,BTN,NPL,587207,705516,743274,772506,24559500,27161567,27610325,29348627
Bhutan,Netherlands,female,1,1,3,14,87,150,144,BTN,NLD,587207,705516,743274,772506,15925513,16615394,16939923,17441500
Bhutan,Netherlands,male,8,12,16,34,108,160,156,BTN,NLD,587207,705516,743274,772506,15925513,16615394,16939923,17441500
Bhutan,Norway,male,5,8,11,19,109,159,165,BTN,NOR,587207,705516,743274,772506,4490967,4889252,5188607,5379475
Bhutan,Norway,female,0,0,4,3,124,206,208,BTN,NOR,587207,705516,743274,772506,4490967,4889252,5188607,5379475
Bhutan,Sri Lanka,female,1,5,15,50,99,102,101,BTN,LKA,587207,705516,743274,772506,18776371,20668557,21336697,21919000
Bhutan,Sri Lanka,male,1,23,41,63,130,129,132,BTN,LKA,587207,705516,743274,772506,18776371,20668557,21336697,21919000
Bhutan,United Kingdom,female,2,15,30,84,86,105,118,BTN,GBR,587207,705516,743274,772506,58892514,62766365,65116219,67081234
Bhutan,United Kingdom,male,9,33,56,155,165,194,218,BTN,GBR,587207,705516,743274,772506,58892514,62766365,65116219,67081234
Brazil,Bangladesh,female,253,2478,4701,5595,6478,6862,10110,BRA,BGD,175873720,196353492,205188205,213196304,129193327,148391139,157830000,167420951
Brazil,Bangladesh,male,299,2909,5520,6570,7605,8057,4518,BRA,BGD,175873720,196353492,205188205,213196304,129193327,148391139,157830000,167420951
Brazil,China,female,1350,5423,10855,14071,16051,18895,20552,BRA,CHN,175873720,196353492,205188205,213196304,1262645000,1337705000,1379860000,1411100000
Brazil,China,male,1707,6396,12654,19915,26880,34061,37050,BRA,CHN,175873720,196353492,205188205,213196304,1262645000,1337705000,1379860000,1411100000
Brazil,North Korea,female,235,581,927,1095,1263,1383,1412,BRA,PRK,175873720,196353492,205188205,213196304,23367059,24686435,25258015,25867467
Brazil,North Korea,male,244,559,874,1068,1262,1397,1429,BRA,PRK,175873720,196353492,205188205,213196304,23367059,24686435,25258015,25867467
Brunei Darussalam,India,female,5702,8390,11078,10712,10246,9727,9253,BRN,IND,333926,396053,421437,441725,1059633675,1240613620,1322866505,1396387127
Brunei Darussalam,India,male,10518,15249,19979,18045,16754,15431,14277,BRN,IND,333926,396053,421437,441725,1059633675,1240613620,1322866505,1396387127
Brunei Darussalam,Malaysia,female,1606,1353,1439,1835,2098,2520,2590,BRN,MYS,333926,396053,421437,441725,22945150,28717731,31068833,33199993
Brunei Darussalam,Malaysia,male,1628,1603,1986,2754,3362,4137,4464,BRN,MYS,333926,396053,421437,441725,22945150,28717731,31068833,33199993
Cabo Verde,Philippines,male,7,10,11,8,128,131,139,CPV,PHL,458251,521212,552166,582640,77958223,94636700,103031365,112190977
Cambodia,Australia,female,10177,11736,12897,14567,17062,18569,21208,KHM,AUS,12118841,14363532,15417523,16396860,19028802,22031750,23815995,25649248
Cambodia,Australia,male,10474,11574,12073,13039,14658,15851,17761,KHM,AUS,12118841,14363532,15417523,16396860,19028802,22031750,23815995,25649248
Cambodia,Austria,female,293,326,358,406,461,476,518,KHM,AUT,12118841,14363532,15417523,16396860,8011566,8363404,8642699,8916864
Cambodia,Austria,male,235,270,305,329,355,339,368,KHM,AUT,12118841,14363532,15417523,16396860,8011566,8363404,8642699,8916864
Cambodia,Bangladesh,female,5945,6067,6189,7366,8528,9035,13310,KHM,BGD,12118841,14363532,15417523,16396860,129193327,148391139,157830000,167420951
Cambodia,Bangladesh,male,6979,7123,7266,8649,10013,10607,5949,KHM,BGD,12118841,14363532,15417523,16396860,129193327,148391139,157830000,167420951
Cambodia,Belgium,female,583,583,565,809,807,878,937,KHM,BEL,12118841,14363532,15417523,16396860,10251250,10895586,11274196,11538604
Cambodia,Belgium,male,403,397,385,468,577,566,565,KHM,BEL,12118841,14363532,15417523,16396860,10251250,10895586,11274196,11538604
Cambodia,Canada,female,8844,9175,9722,10841,12675,12483,13524,KHM,CAN,12118841,14363532,15417523,16396860,30685730,34005902,35704498,38028638
Cambodia,Canada,male,8389,8622,9062,9724,11080,10694,11587,KHM,CAN,12118841,14363532,15417523,16396860,30685730,34005902,35704498,38028638
Cambodia,Denmark,female,23,46,69,91,108,136,166,KHM,DNK,12118841,14363532,15417523,16396860,5339616,5547683,5683483,5831404
Cambodia,Denmark,male,27,44,60,71,78,98,122,KHM,DNK,12118841,14363532,15417523,16396860,5339616,5547683,5683483,5831404
Cambodia,Finland,female,31,39,46,90,122,151,198,KHM,FIN,12118841,14363532,15417523,16396860,5176209,5363352,5479531,5529543
Cambodia,Finland,male,31,34,37,67,92,105,122,KHM,FIN,12118841,14363532,15417523,16396860,5176209,5363352,5479531,5529543
Cambodia,France,female,33748,35425,37102,30141,30613,34859,38230,KHM,FRA,12118841,14363532,15417523,16396860,60921384,65030575,66548272,67571107
Cambodia,France,male,35486,36047,36608,28513,28869,31066,34235,KHM,FRA,12118841,14363532,15417523,16396860,60921384,65030575,66548272,67571107
Cambodia,Germany,female,706,544,382,811,1153,1190,1856,KHM,DEU,12118841,14363532,15417523,16396860,82211508,81776930,81686611,83160871
Cambodia,Germany,male,960,722,483,772,1018,1037,1131,KHM,DEU,12118841,14363532,15417523,16396860,82211508,81776930,81686611,83160871
Cambodia,Italy,female,27,107,186,362,532,547,597,KHM,ITA,12118841,14363532,15417523,16396860,56942108,59277417,60730582,59438851
Cambodia,Italy,male,14,60,106,445,767,768,788,KHM,ITA,12118841,14363532,15417523,16396860,56942108,59277417,60730582,59438851
Cambodia,Japan,female,574,759,947,1378,1477,1874,2326,KHM,JPN,12118841,14363532,15417523,16396860,126843000,128070000,127141000,126261000
Cambodia,Japan,male,597,702,814,1153,1206,1509,1873,KHM,JPN,12118841,14363532,15417523,16396860,126843000,128070000,127141000,126261000
Cambodia,Laos,female,701,687,600,546,1077,1608,1719,KHM,LAO,12118841,14363532,15417523,16396860,5430853,6323418,6787419,7319399
Cambodia,Laos,male,697,675,597,573,1196,1820,1948,KHM,LAO,12118841,14363532,15417523,16396860,5430853,6323418,6787419,7319399
Cambodia,Malaysia,female,290,738,1450,3442,4931,5925,6090,KHM,MYS,12118841,14363532,15417523,16396860,22945150,28717731,31068833,33199993
Cambodia,Malaysia,male,457,1032,1963,5150,7748,9536,10294,KHM,MYS,12118841,14363532,15417523,16396860,22945150,28717731,31068833,33199993
Cambodia,Netherlands,female,133,200,276,357,387,433,506,KHM,NLD,12118841,14363532,15417523,16396860,15925513,16615394,16939923,17441500
Cambodia,Netherlands,male,128,184,246,274,289,300,315,KHM,NLD,12118841,14363532,15417523,16396860,15925513,16615394,16939923,17441500
Cambodia,New Caledonia,female,251,295,340,360,380,325,345,KHM,NCL,12118841,14363532,15417523,16396860,213230,249750,269460,271080
Cambodia,New Caledonia,male,231,263,295,316,338,226,239,KHM,NCL,12118841,14363532,15417523,16396860,213230,249750,269460,271080
Cambodia,New Zealand,female,2084,1888,2385,2881,3228,3525,4095,KHM,NZL,12118841,14363532,15417523,16396860,3857700,4350700,4609400,5090200
Cambodia,New Zealand,male,2030,1687,2258,2719,3035,3301,3836,KHM,NZL,12118841,14363532,15417523,16396860,3857700,4350700,4609400,5090200
Cambodia,Norway,female,51,75,87,111,177,243,301,KHM,NOR,12118841,14363532,15417523,16396860,4490967,4889252,5188607,5379475
Cambodia,Norway,male,56,80,86,111,151,162,171,KHM,NOR,12118841,14363532,15417523,16396860,4490967,4889252,5188607,5379475
Cambodia,South Korea,male,3,16,34,2438,5677,20448,26107,KHM,KOR,12118841,14363532,15417523,16396860,47008111,49554112,51014947,51836239
Cambodia,South Korea,female,0,4,10,2114,5186,20601,28466,KHM,KOR,12118841,14363532,15417523,16396860,47008111,49554112,51014947,51836239
Cambodia,Sweden,female,136,163,176,221,282,338,433,KHM,SWE,12118841,14363532,15417523,16396860,8872109,9378126,9799186,10353442
Cambodia,Sweden,male,118,139,148,158,186,219,284,KHM,SWE,12118841,14363532,15417523,16396860,8872109,9378126,9799186,10353442
Cambodia,Switzerland,female,819,855,892,1033,1309,1349,1447,KHM,CHE,12118841,14363532,15417523,16396860,7184250,7824909,8282396,8638167
Cambodia,Switzerland,male,818,861,911,955,1072,1044,1086,KHM,CHE,12118841,14363532,15417523,16396860,7184250,7824909,8282396,8638167
Cambodia,Thailand,female,37536,52396,79342,197425,325572,355532,369899,KHM,THA,12118841,14363532,15417523,16396860,63066603,68270489,70294397,71475664
Cambodia,Thailand,male,36220,50552,74040,171788,285936,310564,321877,KHM,THA,12118841,14363532,15417523,16396860,63066603,68270489,70294397,71475664
Cambodia,United Kingdom,female,42,213,390,525,542,667,760,KHM,GBR,12118841,14363532,15417523,16396860,58892514,62766365,65116219,67081234
Cambodia,United Kingdom,male,55,172,290,358,389,446,495,KHM,GBR,12118841,14363532,15417523,16396860,58892514,62766365,65116219,67081234
Cambodia,United States of America,female,64061,69257,74387,77673,85007,97404,84043,KHM,USA,12118841,14363532,15417523,16396860,282162411,309327143,320738994,331526933
Cambodia,United States of America,male,54772,60359,66069,69805,74205,84098,70848,KHM,USA,12118841,14363532,15417523,16396860,282162411,309327143,320738994,331526933
Cambodia,Vietnam,female,9694,15484,6722,940,804,416,437,KHM,VNM,12118841,14363532,15417523,16396860,79001142,87411012,92191398,96648685
Cambodia,Vietnam,male,11456,18916,9223,1417,1124,574,606,KHM,VNM,12118841,14363532,15417523,16396860,79001142,87411012,92191398,96648685
Canada,China,female,384,732,1114,1444,1647,1939,2107,CAN,CHN,30685730,34005902,35704498,38028638,1262645000,1337705000,1379860000,1411100000
Canada,China,male,566,1065,1617,2504,3340,4212,4584,CAN,CHN,30685730,34005902,35704498,38028638,1262645000,1337705000,1379860000,1411100000
Canada,Hong Kong,female,3740,5253,6765,6609,6469,6816,7348,CAN,HKG,30685730,34005902,35704498,38028638,6665000,7024200,7291300,7481000
Canada,Hong Kong,male,4674,6591,8508,8188,7888,7856,7950,CAN,HKG,30685730,34005902,35704498,38028638,6665000,7024200,7291300,7481000
Canada,India,female,3463,2237,1010,1625,2410,2287,2175,CAN,IND,30685730,34005902,35704498,38028638,1059633675,1240613620,1322866505,1396387127
Canada,India,male,3011,2005,999,2012,2473,2263,2080,CAN,IND,30685730,34005902,35704498,38028638,1059633675,1240613620,1322866505,1396387127
Canada,Indonesia,female,135,87,39,452,944,1022,1075,CAN,IDN,30685730,34005902,35704498,38028638,214072421,244016173,259091970,271857970
Canada,Indonesia,male,151,102,53,531,994,1122,1178,CAN,IDN,30685730,34005902,35704498,38028638,214072421,244016173,259091970,271857970
