Timestamp,max_temp_degC,min_temp_degC,mean_temp_degC,mean_humidity_percent,mean_wind_direction_compass,mean_wind_speed_kts,max_wind_direction_compass,max_wind_speed_kts,rainfall_mm,sunshine_hrs
10/30/1990,30.3,27,28.3,75,WSW,9,WSW,13,0,9.5
10/31/1990,29.8,27.4,28.5,75,WSW,18,WSW,27,0,10.1
11/1/1990,30.2,26,28.4,77,WSW,20,WSW,32,0.1,10.4
11/2/1990,29.8,23.6,28.4,79,WSW,20,W,48,20.3,10
11/3/1990,29.4,23.4,28.6,87,W,24,WNW,42,55,7.6
11/4/1990,28.4,23.4,26.2,92,WNW,18,WNW,50,28.4,0
11/5/1990,30.1,26,27.8,83,W,10,W,13,0,6.6
11/6/1990,30,25.6,28,85,WSW,7,S,8,0,9.5
11/7/1990,30.6,26.4,28.2,81,SW,10,S,15,0,6.4
11/8/1990,30.6,26.4,28.2,80,SW,9,WSW,11,0,11.2
11/9/1990,30.1,26.2,27.9,82,W,9,W,13,0,7.4
11/10/1990,30.2,24.4,27.9,82,WNW,14,NW,31,3,10.2
11/11/1990,29.8,26.4,28.4,78,NNW,11,NW,13,0,10.9
11/12/1990,30.3,25.4,28.1,79,NW,8,NW,10,0,11
11/13/1990,30.5,26,28.3,77,NW,5,NW,8,0,11
11/14/1990,31,26.4,28.4,77,W,7,W,10,0,10.7
11/15/1990,30.6,26.8,28.4,78,WSW,8,W,11,0,10.4
11/16/1990,31,26.8,28.5,80,WSW,6,WSW,10,0,11
11/17/1990,30.3,25,28,84,WNW,13,NW,25,13.6,10.2
11/18/1990,30.4,25.6,28.1,76,NW,7,NW,11,0,11.1
11/19/1990,30,26,27.9,76,NNW,6,NNW,9,0,10.6
11/20/1990,30.2,26.8,28.1,77,VRB,5,ENE,6,0,11
11/21/1990,31.2,26.8,28.9,76,E,10,ENE,12,0,10.2
11/22/1990,31.2,26.4,28.7,75,E,5,E,8,0,10.4
11/23/1990,30.8,26,28.1,79,VRB,4,NNE,10,0.2,3.8
11/24/1990,31.2,26.4,28.5,77,VRB,2,CALM,4,0,10.7
11/25/1990,31.5,26.8,28.8,77,NW,7,NW,10,0,11
11/26/1990,30.8,24,28,82,WNW,11,WNW,30,15.7,5.5
11/27/1990,29.4,24.4,26.9,88,W,8,WNW,19,12.5,0.4
11/28/1990,30.4,24.4,28.3,79,VRB,6,ENE,11,0,9.8
11/29/1990,30.3,26,27.2,85,VRB,7,ENE,25,8,5.5
11/30/1990,30,24.1,26.7,87,ENE,8,WSW,18,21.1,3.5
12/1/1990,30.1,27,28.9,76,ENE,12,ENE,15,0,10.8
12/2/1990,30.6,25.4,28.9,76,ENE,7,ENE,11,0.2,10.6
12/3/1990,30.3,22.8,27.1,86,VRB,8,ENE,38,41.1,1.5
12/4/1990,30.2,24,27.2,88,ENE,15,ESE,40,16.5,5.3
12/5/1990,29.4,25.2,27.2,86,E,25,ESE,45,2.7,1.5
12/6/1990,29.6,26.4,28.2,82,E,17,ENE,22,0.4,1.4
12/7/1990,31,24.5,28.4,81,E,17,ENE,24,2.1,9.5
12/8/1990,29.2,23.6,25.9,90,ESE,16,E,34,28.2,0
12/9/1990,26.9,24.4,26,87,VRB,7,E,20,1.1,0
12/10/1990,30.7,26.6,28.5,77,ENE,16,E,27,0.4,8
12/11/1990,30.6,26,28.3,82,ENE,19,ENE,28,2.2,8.3
12/12/1990,30,25.6,27.1,86,ENE,19,E,37,5.6,3.6
12/13/1990,30.3,26.6,28.2,77,ENE,16,W,20,0,9.5
12/14/1990,30.4,24.2,28,73,NE,8,ENE,16,0,10.2
12/15/1990,29.7,26,27.4,75,VRB,5,N,10,0,10.2
12/16/1990,29.6,25.6,27.2,77,N,7,NNW,12,0,10.3
12/17/1990,29.8,24.6,27.5,74,VRB,4,N,7,0,10.9
12/18/1990,29.6,25.6,27.3,78,VRB,1,CALM,5,0,0.6
12/19/1990,30.4,25.6,27.9,79,ENE,9,ENE,20,0.2,10.7
12/20/1990,30.6,25.8,28.5,75,ENE,17,ENE,20,0,10.6
12/21/1990,30.8,26.2,28.6,77,ENE,11,ENE,17,0,10
12/22/1990,31.2,24.4,28.2,80,NNE,8,NNE,20,1,0.6
12/23/1990,29.8,24.6,27,87,NE,12,E,28,5.8,0.7
12/24/1990,28.4,23,26.1,91,ENE,17,ENE,35,81.5,0.9
12/25/1990,30,24.4,27.4,85,ENE,22,E,37,5.1,6.7
12/26/1990,30.6,23,27.8,86,E,20,ESE,35,14.9,5.8
12/27/1990,30.9,26.4,28.3,81,ENE,16,ESE,12,0,9
12/28/1990,30.2,24.6,28.1,80,ENE,16,NE,20,7.1,6.6
12/29/1990,30.9,24.2,28.3,79,NE,11,ENE,17,10.4,5
12/30/1990,29.4,24.6,27.5,84,ENE,12,NE,22,0.2,5.4
12/31/1990,30.4,24.6,27.9,82,VRB,6,E,9,3.8,8
