area_of_origin,area_of_destination,year,sex,migrants,origin_iso,destination_iso,origin_population_2020,destination_population_2020
Singapore,Malaysia,2020,male,50727,SGP,MYS,5685807,33199993
Singapore,Maldives,2020,female,8,SGP,MDV,5685807,514438
Singapore,Maldives,2020,male,74,SGP,MDV,5685807,514438
Singapore,Papua New Guinea,2020,female,16,SGP,PNG,5685807,9749640
Singapore,Papua New Guinea,2020,male,34,SGP,PNG,5685807,9749640
Singapore,Philippines,2020,female,195,SGP,PHL,5685807,112190977
Singapore,Philippines,2020,male,676,SGP,PHL,5685807,112190977
Singapore,Sri Lanka,2020,female,356,SGP,LKA,5685807,21919000
Singapore,Sri Lanka,2020,male,256,SGP,LKA,5685807,21919000
Singapore,Thailand,2020,female,228,SGP,THA,5685807,71475664
Singapore,Thailand,2020,male,529,SGP,THA,5685807,71475664
Singapore,Timor-Leste,2020,female,30,SGP,TLS,5685807,1299995
Singapore,Timor-Leste,2020,male,49,SGP,TLS,5685807,1299995
Singapore,Vietnam,2020,female,930,SGP,VNM,5685807,96648685
Singapore,Vietnam,2020,male,915,SGP,VNM,5685807,96648685
Slovakia,Mongolia,2020,male,2,SVK,MNG,5458827,3294335
Solomon Islands,Australia,2020,female,1448,SLB,AUS,691191,25649248
Solomon Islands,Australia,2020,male,1179,SLB,AUS,691191,25649248
Solomon Islands,Austria,2020,female,5,SLB,AUT,691191,8916864
Solomon Islands,Austria,2020,male,6,SLB,AUT,691191,8916864
Solomon Islands,Belgium,2020,male,3,SLB,BEL,691191,11538604
Solomon Islands,Bolivia (Plurinational State of),2020,female,1,SLB,BOL,691191,11936162
Solomon Islands,Denmark,2020,male,2,SLB,DNK,691191,5831404
Solomon Islands,Fiji,2020,female,330,SLB,FJI,691191,920422
Solomon Islands,Fiji,2020,male,388,SLB,FJI,691191,920422
Solomon Islands,Finland,2020,female,1,SLB,FIN,691191,5529543
Solomon Islands,Finland,2020,male,1,SLB,FIN,691191,5529543
Solomon Islands,France,2020,female,1,SLB,FRA,691191,67571107
Solomon Islands,France,2020,male,1,SLB,FRA,691191,67571107
Solomon Islands,Guinea,2020,female,2,SLB,GIN,691191,13205153
Solomon Islands,Guinea,2020,male,8,SLB,GIN,691191,13205153
Solomon Islands,Ireland,2020,female,1,SLB,IRL,691191,4985382
Solomon Islands,Italy,2020,female,4,SLB,ITA,691191,59438851
Solomon Islands,Italy,2020,male,3,SLB,ITA,691191,59438851
Solomon Islands,Nauru,2020,female,22,SLB,NRU,691191,12315
Solomon Islands,Nauru,2020,male,51,SLB,NRU,691191,12315
Solomon Islands,Netherlands,2020,female,9,SLB,NLD,691191,17441500
Solomon Islands,Netherlands,2020,male,4,SLB,NLD,691191,17441500
Solomon Islands,Norway,2020,female,4,SLB,NOR,691191,5379475
Solomon Islands,Papua New Guinea,2020,female,64,SLB,PNG,691191,9749640
Solomon Islands,Papua New Guinea,2020,male,156,SLB,PNG,691191,9749640
Solomon Islands,Samoa,2020,female,4,SLB,WSM,691191,214929
Solomon Islands,Samoa,2020,male,4,SLB,WSM,691191,214929
Solomon Islands,Slovakia,2020,female,1,SLB,SVK,691191,5458827
Solomon Islands,Slovakia,2020,male,1,SLB,SVK,691191,5458827
Solomon Islands,Sweden,2020,female,1,SLB,SWE,691191,10353442
Solomon Islands,Sweden,2020,male,2,SLB,SWE,691191,10353442
Solomon Islands,Switzerland,2020,female,10,SLB,CHE,691191,8638167
Solomon Islands,Switzerland,2020,male,6,SLB,CHE,691191,8638167
Solomon Islands,United Kingdom,2020,female,230,SLB,GBR,691191,67081234
Solomon Islands,United Kingdom,2020,male,195,SLB,GBR,691191,67081234
Solomon Islands,Vanuatu,2020,female,60,SLB,VUT,691191,311685
Solomon Islands,Vanuatu,2020,male,62,SLB,VUT,691191,311685
Somalia,Malaysia,2020,female,1892,SOM,MYS,16537016,33199993
Somalia,Malaysia,2020,male,1402,SOM,MYS,16537016,33199993
Somalia,Thailand,2020,female,68,SOM,THA,16537016,71475664
Somalia,Thailand,2020,male,68,SOM,THA,16537016,71475664
South Africa,Philippines,2020,female,433,ZAF,PHL,58801927,112190977
South Africa,Philippines,2020,male,431,ZAF,PHL,58801927,112190977
South Africa,South Korea,2020,female,1251,ZAF,KOR,58801927,51836239
South Africa,South Korea,2020,male,909,ZAF,KOR,58801927,51836239
South Africa,Sri Lanka,2020,female,156,ZAF,LKA,58801927,21919000
South Africa,Sri Lanka,2020,male,106,ZAF,LKA,58801927,21919000
South Korea,American Samoa,2020,female,143,KOR,ASM,51836239,46189
South Korea,American Samoa,2020,male,152,KOR,ASM,51836239,46189
South Korea,Argentina,2020,female,4099,KOR,ARG,51836239,45376763
South Korea,Argentina,2020,male,4133,KOR,ARG,51836239,45376763
South Korea,Australia,2020,female,64532,KOR,AUS,51836239,25649248
South Korea,Australia,2020,male,58864,KOR,AUS,51836239,25649248
South Korea,Austria,2020,female,1627,KOR,AUT,51836239,8916864
South Korea,Austria,2020,male,926,KOR,AUT,51836239,8916864
South Korea,Belarus,2020,female,13,KOR,BLR,51836239,9379952
South Korea,Belarus,2020,male,14,KOR,BLR,51836239,9379952
South Korea,Belgium,2020,female,2974,KOR,BEL,51836239,11538604
South Korea,Belgium,2020,male,1615,KOR,BEL,51836239,11538604
South Korea,Bhutan,2020,female,16,KOR,BTN,51836239,772506
South Korea,Bhutan,2020,male,17,KOR,BTN,51836239,772506
South Korea,Bolivia (Plurinational State of),2020,female,265,KOR,BOL,51836239,11936162
South Korea,Bolivia (Plurinational State of),2020,male,296,KOR,BOL,51836239,11936162
South Korea,Brazil,2020,female,5653,KOR,BRA,51836239,213196304
South Korea,Brazil,2020,male,5238,KOR,BRA,51836239,213196304
South Korea,Brunei Darussalam,2020,female,76,KOR,BRN,51836239,441725
South Korea,Brunei Darussalam,2020,male,89,KOR,BRN,51836239,441725
South Korea,Bulgaria,2020,female,122,KOR,BGR,51836239,6934015
South Korea,Bulgaria,2020,male,108,KOR,BGR,51836239,6934015
South Korea,Cambodia,2020,female,18,KOR,KHM,51836239,16396860
South Korea,Cambodia,2020,male,40,KOR,KHM,51836239,16396860
South Korea,Canada,2020,female,71257,KOR,CAN,51836239,38028638
South Korea,Canada,2020,male,61529,KOR,CAN,51836239,38028638
South Korea,China,2020,female,49009,KOR,CHN,51836239,1411100000
South Korea,China,2020,male,95822,KOR,CHN,51836239,1411100000
South Korea,Costa Rica,2020,female,130,KOR,CRI,51836239,5123105
South Korea,Costa Rica,2020,male,172,KOR,CRI,51836239,5123105
South Korea,Croatia,2020,female,16,KOR,HRV,51836239,4047680
South Korea,Croatia,2020,male,7,KOR,HRV,51836239,4047680
South Korea,Cyprus,2020,female,6,KOR,CYP,51836239,1237537
South Korea,Czechia,2020,female,1214,KOR,CZE,51836239,10697858
South Korea,Czechia,2020,male,1338,KOR,CZE,51836239,10697858
South Korea,Denmark,2020,female,5797,KOR,DNK,51836239,5831404
South Korea,Denmark,2020,male,3143,KOR,DNK,51836239,5831404
South Korea,Dominican Republic,2020,female,254,KOR,DOM,51836239,10999664
South Korea,Dominican Republic,2020,male,333,KOR,DOM,51836239,10999664
South Korea,Ecuador,2020,female,378,KOR,ECU,51836239,17588595
South Korea,Ecuador,2020,male,468,KOR,ECU,51836239,17588595
South Korea,Egypt,2020,female,99,KOR,EGY,51836239,107465134
South Korea,Egypt,2020,male,200,KOR,EGY,51836239,107465134
South Korea,El Salvador,2020,female,50,KOR,SLV,51836239,6292731
South Korea,El Salvador,2020,male,79,KOR,SLV,51836239,6292731
South Korea,Estonia,2020,female,66,KOR,EST,51836239,1329522
South Korea,Estonia,2020,male,33,KOR,EST,51836239,1329522
South Korea,Faroe Islands,2020,female,28,KOR,FRO,51836239,52415
South Korea,Faroe Islands,2020,male,31,KOR,FRO,51836239,52415
South Korea,Finland,2020,female,441,KOR,FIN,51836239,5529543
South Korea,Finland,2020,male,268,KOR,FIN,51836239,5529543
South Korea,France,2020,female,14990,KOR,FRA,51836239,67571107
South Korea,France,2020,male,8691,KOR,FRA,51836239,67571107
South Korea,Gabon,2020,female,62,KOR,GAB,51836239,2292573
South Korea,Gabon,2020,male,131,KOR,GAB,51836239,2292573
South Korea,Germany,2020,female,19848,KOR,DEU,51836239,83160871
South Korea,Germany,2020,male,12504,KOR,DEU,51836239,83160871
South Korea,Greece,2020,female,126,KOR,GRC,51836239,10698599
South Korea,Greece,2020,male,87,KOR,GRC,51836239,10698599
South Korea,Guam,2020,female,1386,KOR,GUM,51836239,169231
South Korea,Guam,2020,male,1479,KOR,GUM,51836239,169231
South Korea,Guatemala,2020,female,728,KOR,GTM,51836239,16858333
South Korea,Guatemala,2020,male,1193,KOR,GTM,51836239,16858333
South Korea,Guinea,2020,female,141,KOR,GIN,51836239,13205153
South Korea,Guinea,2020,male,266,KOR,GIN,51836239,13205153
South Korea,Honduras,2020,female,26,KOR,HND,51836239,10121763
South Korea,Honduras,2020,male,43,KOR,HND,51836239,10121763
South Korea,Hong Kong,2020,female,3230,KOR,HKG,51836239,7481000
South Korea,Hong Kong,2020,male,1812,KOR,HKG,51836239,7481000
South Korea,Hungary,2020,female,846,KOR,HUN,51836239,9750149
South Korea,Hungary,2020,male,1085,KOR,HUN,51836239,9750149
South Korea,Iceland,2020,female,38,KOR,ISL,51836239,366463
South Korea,Iceland,2020,male,11,KOR,ISL,51836239,366463
South Korea,Indonesia,2020,female,14093,KOR,IDN,51836239,271857970
South Korea,Indonesia,2020,male,19487,KOR,IDN,51836239,271857970
South Korea,Ireland,2020,female,134,KOR,IRL,51836239,4985382
South Korea,Ireland,2020,male,85,KOR,IRL,51836239,4985382
South Korea,Italy,2020,female,2820,KOR,ITA,51836239,59438851
South Korea,Italy,2020,male,1787,KOR,ITA,51836239,59438851
South Korea,Japan,2020,female,231812,KOR,JPN,51836239,126261000
South Korea,Japan,2020,male,224391,KOR,JPN,51836239,126261000
South Korea,Jordan,2020,female,41,KOR,JOR,51836239,10928721
South Korea,Jordan,2020,male,52,KOR,JOR,51836239,10928721
South Korea,Kazakhstan,2020,female,16059,KOR,KAZ,51836239,18755666
South Korea,Kazakhstan,2020,male,17529,KOR,KAZ,51836239,18755666
South Korea,Kyrgyzstan,2020,female,122,KOR,KGZ,51836239,6579900
South Korea,Kyrgyzstan,2020,male,103,KOR,KGZ,51836239,6579900
South Korea,Latvia,2020,female,13,KOR,LVA,51836239,1900449
South Korea,Latvia,2020,male,20,KOR,LVA,51836239,1900449
South Korea,Libya,2020,female,220,KOR,LBY,51836239,6653942
South Korea,Libya,2020,male,541,KOR,LBY,51836239,6653942
South Korea,Liechtenstein,2020,female,4,KOR,LIE,51836239,38756
South Korea,Lithuania,2020,female,6,KOR,LTU,51836239,2794885
South Korea,Lithuania,2020,male,7,KOR,LTU,51836239,2794885
South Korea,Luxembourg,2020,female,482,KOR,LUX,51836239,630419
South Korea,Luxembourg,2020,male,501,KOR,LUX,51836239,630419
South Korea,Malaysia,2020,female,708,KOR,MYS,51836239,33199993
South Korea,Malaysia,2020,male,3262,KOR,MYS,51836239,33199993
South Korea,Mauritania,2020,female,38,KOR,MRT,51836239,4498604
South Korea,Mauritania,2020,male,36,KOR,MRT,51836239,4498604
South Korea,Mexico,2020,female,903,KOR,MEX,51836239,125998302
South Korea,Mexico,2020,male,1138,KOR,MEX,51836239,125998302
South Korea,Micronesia (Fed. States of),2020,female,18,KOR,FSM,51836239,112106
South Korea,Micronesia (Fed. States of),2020,male,28,KOR,FSM,51836239,112106
South Korea,Mongolia,2020,female,1007,KOR,MNG,51836239,3294335
South Korea,Mongolia,2020,male,980,KOR,MNG,51836239,3294335
South Korea,Namibia,2020,female,21,KOR,NAM,51836239,2489098
South Korea,Namibia,2020,male,14,KOR,NAM,51836239,2489098
South Korea,Netherlands,2020,female,5348,KOR,NLD,51836239,17441500
South Korea,Netherlands,2020,male,3434,KOR,NLD,51836239,17441500
South Korea,New Zealand,2020,female,16793,KOR,NZL,51836239,5090200
South Korea,New Zealand,2020,male,15726,KOR,NZL,51836239,5090200
South Korea,Nicaragua,2020,female,23,KOR,NIC,51836239,6755895
South Korea,Nicaragua,2020,male,39,KOR,NIC,51836239,6755895
South Korea,North Korea,2020,female,2723,KOR,PRK,51836239,25867467
South Korea,North Korea,2020,male,2754,KOR,PRK,51836239,25867467
South Korea,Northern Mariana Islands,2020,female,811,KOR,MNP,51836239,49587
South Korea,Northern Mariana Islands,2020,male,637,KOR,MNP,51836239,49587
South Korea,Norway,2020,female,4662,KOR,NOR,51836239,5379475
South Korea,Norway,2020,male,3170,KOR,NOR,51836239,5379475
South Korea,Palau,2020,female,28,KOR,PLW,51836239,17972
South Korea,Palau,2020,male,40,KOR,PLW,51836239,17972
South Korea,Panama,2020,female,187,KOR,PAN,51836239,4294396
South Korea,Panama,2020,male,296,KOR,PAN,51836239,4294396
South Korea,Papua New Guinea,2020,female,27,KOR,PNG,51836239,9749640
South Korea,Papua New Guinea,2020,male,36,KOR,PNG,51836239,9749640
South Korea,Paraguay,2020,female,1311,KOR,PRY,51836239,6618695
South Korea,Paraguay,2020,male,1448,KOR,PRY,51836239,6618695
South Korea,Peru,2020,female,1046,KOR,PER,51836239,33304756
South Korea,Peru,2020,male,2108,KOR,PER,51836239,33304756
South Korea,Philippines,2020,female,3460,KOR,PHL,51836239,112190977
South Korea,Philippines,2020,male,3890,KOR,PHL,51836239,112190977
South Korea,Poland,2020,female,72,KOR,POL,51836239,37899070
South Korea,Poland,2020,male,80,KOR,POL,51836239,37899070
South Korea,Portugal,2020,female,83,KOR,PRT,51836239,10297081
South Korea,Portugal,2020,male,63,KOR,PRT,51836239,10297081
South Korea,Puerto Rico,2020,female,2,KOR,PRI,51836239,3281557
South Korea,Puerto Rico,2020,male,2,KOR,PRI,51836239,3281557
South Korea,Romania,2020,female,185,KOR,ROU,51836239,19265250
South Korea,Romania,2020,male,164,KOR,ROU,51836239,19265250
South Korea,Russian Federation,2020,female,1553,KOR,RUS,51836239,145245148
South Korea,Russian Federation,2020,male,2165,KOR,RUS,51836239,145245148
South Korea,Serbia,2020,female,4,KOR,SRB,51836239,6899126
South Korea,Serbia,2020,male,21,KOR,SRB,51836239,6899126
South Korea,Sierra Leone,2020,male,1,KOR,SLE,51836239,8233970
South Korea,Slovakia,2020,female,228,KOR,SVK,51836239,5458827
South Korea,Slovakia,2020,male,381,KOR,SVK,51836239,5458827
South Korea,Slovenia,2020,female,28,KOR,SVN,51836239,2102419
South Korea,Slovenia,2020,male,20,KOR,SVN,51836239,2102419
South Korea,Solomon Islands,2020,female,12,KOR,SLB,51836239,691191
South Korea,Solomon Islands,2020,male,18,KOR,SLB,51836239,691191
South Korea,South Africa,2020,female,929,KOR,ZAF,51836239,58801927
South Korea,South Africa,2020,male,1076,KOR,ZAF,51836239,58801927
South Korea,Spain,2020,female,3211,KOR,ESP,51836239,47365655
South Korea,Spain,2020,male,2443,KOR,ESP,51836239,47365655
South Korea,Sri Lanka,2020,female,310,KOR,LKA,51836239,21919000
South Korea,Sri Lanka,2020,male,301,KOR,LKA,51836239,21919000
South Korea,Sweden,2020,female,7023,KOR,SWE,51836239,10353442
South Korea,Sweden,2020,male,4618,KOR,SWE,51836239,10353442
South Korea,Switzerland,2020,female,2866,KOR,CHE,51836239,8638167
South Korea,Switzerland,2020,male,1335,KOR,CHE,51836239,8638167
South Korea,Thailand,2020,female,347,KOR,THA,51836239,71475664
South Korea,Thailand,2020,male,597,KOR,THA,51836239,71475664
South Korea,Turkey,2020,female,456,KOR,TUR,51836239,83384680
South Korea,Turkey,2020,male,244,KOR,TUR,51836239,83384680
South Korea,Uganda,2020,female,117,KOR,UGA,51836239,44404611
South Korea,Uganda,2020,male,26,KOR,UGA,51836239,44404611
South Korea,United Kingdom,2020,female,7046,KOR,GBR,51836239,67081234
South Korea,United Kingdom,2020,male,5207,KOR,GBR,51836239,67081234
South Korea,United States of America,2020,female,536079,KOR,USA,51836239,331526933
South Korea,United States of America,2020,male,502699,KOR,USA,51836239,331526933
South Korea,Venezuela (Bolivarian Republic of),2020,female,111,KOR,VEN,51836239,28490453
South Korea,Venezuela (Bolivarian Republic of),2020,male,149,KOR,VEN,51836239,28490453
South Korea,Vietnam,2020,female,777,KOR,VNM,51836239,96648685
South Korea,Vietnam,2020,male,1125,KOR,VNM,51836239,96648685
Spain,Hong Kong,2020,female,227,ESP,HKG,47365655,7481000
Spain,Hong Kong,2020,male,191,ESP,HKG,47365655,7481000
Spain,Philippines,2020,female,826,ESP,PHL,47365655,112190977
Spain,Philippines,2020,male,562,ESP,PHL,47365655,112190977
Spain,Sri Lanka,2020,female,19,ESP,LKA,47365655,21919000
Spain,Sri Lanka,2020,male,15,ESP,LKA,47365655,21919000
Sri Lanka,Argentina,2020,male,2,LKA,ARG,21919000,45376763
Sri Lanka,Australia,2020,female,65430,LKA,AUS,21919000,25649248
Sri Lanka,Australia,2020,male,74026,LKA,AUS,21919000,25649248
Sri Lanka,Austria,2020,female,458,LKA,AUT,21919000,8916864
Sri Lanka,Austria,2020,male,515,LKA,AUT,21919000,8916864
Sri Lanka,Bahamas,2020,female,17,LKA,BHS,21919000,406471
Sri Lanka,Bahamas,2020,male,23,LKA,BHS,21919000,406471
Sri Lanka,Bahrain,2020,female,5471,LKA,BHR,21919000,1477469
Sri Lanka,Bahrain,2020,male,7196,LKA,BHR,21919000,1477469
Sri Lanka,Belgium,2020,female,1113,LKA,BEL,21919000,11538604
Sri Lanka,Belgium,2020,male,1133,LKA,BEL,21919000,11538604
Sri Lanka,Bhutan,2020,female,14,LKA,BTN,21919000,772506
Sri Lanka,Bhutan,2020,male,19,LKA,BTN,21919000,772506
Sri Lanka,Bolivia (Plurinational State of),2020,male,2,LKA,BOL,21919000,11936162
Sri Lanka,Botswana,2020,female,475,LKA,BWA,21919000,2546402
Sri Lanka,Botswana,2020,male,513,LKA,BWA,21919000,2546402
Sri Lanka,Brunei Darussalam,2020,female,816,LKA,BRN,21919000,441725
Sri Lanka,Brunei Darussalam,2020,male,527,LKA,BRN,21919000,441725
Sri Lanka,Bulgaria,2020,female,6,LKA,BGR,21919000,6934015
Sri Lanka,Bulgaria,2020,male,14,LKA,BGR,21919000,6934015
Sri Lanka,Cambodia,2020,female,11,LKA,KHM,21919000,16396860
Sri Lanka,Cambodia,2020,male,37,LKA,KHM,21919000,16396860
Sri Lanka,Canada,2020,female,72366,LKA,CAN,21919000,38028638
Sri Lanka,Canada,2020,male,69778,LKA,CAN,21919000,38028638
Sri Lanka,China,2020,female,2190,LKA,CHN,21919000,1411100000
Sri Lanka,China,2020,male,2024,LKA,CHN,21919000,1411100000
Sri Lanka,Costa Rica,2020,male,1,LKA,CRI,21919000,5123105
Sri Lanka,Cyprus,2020,female,7915,LKA,CYP,21919000,1237537
Sri Lanka,Cyprus,2020,male,1906,LKA,CYP,21919000,1237537
Sri Lanka,Czechia,2020,female,50,LKA,CZE,21919000,10697858
Sri Lanka,Czechia,2020,male,159,LKA,CZE,21919000,10697858
Sri Lanka,Denmark,2020,female,4095,LKA,DNK,21919000,5831404
Sri Lanka,Denmark,2020,male,3959,LKA,DNK,21919000,5831404
Sri Lanka,Egypt,2020,female,95,LKA,EGY,21919000,107465134
Sri Lanka,Egypt,2020,male,127,LKA,EGY,21919000,107465134
Sri Lanka,Estonia,2020,female,15,LKA,EST,21919000,1329522
Sri Lanka,Estonia,2020,male,47,LKA,EST,21919000,1329522
Sri Lanka,Finland,2020,female,519,LKA,FIN,21919000,5529543
Sri Lanka,Finland,2020,male,629,LKA,FIN,21919000,5529543
Sri Lanka,France,2020,female,27028,LKA,FRA,21919000,67571107
Sri Lanka,France,2020,male,27728,LKA,FRA,21919000,67571107
Sri Lanka,Germany,2020,female,25394,LKA,DEU,21919000,83160871
Sri Lanka,Germany,2020,male,26436,LKA,DEU,21919000,83160871
Sri Lanka,Ghana,2020,female,9,LKA,GHA,21919000,32180401
Sri Lanka,Ghana,2020,male,12,LKA,GHA,21919000,32180401
Sri Lanka,Greece,2020,female,540,LKA,GRC,21919000,10698599
Sri Lanka,Greece,2020,male,364,LKA,GRC,21919000,10698599
Sri Lanka,Hong Kong,2020,female,578,LKA,HKG,21919000,7481000
Sri Lanka,Hong Kong,2020,male,237,LKA,HKG,21919000,7481000
Sri Lanka,Hungary,2020,female,25,LKA,HUN,21919000,9750149
Sri Lanka,Hungary,2020,male,49,LKA,HUN,21919000,9750149
Sri Lanka,Iceland,2020,female,113,LKA,ISL,21919000,366463
Sri Lanka,Iceland,2020,male,77,LKA,ISL,21919000,366463
Sri Lanka,India,2020,female,95934,LKA,IND,21919000,1396387127
Sri Lanka,India,2020,male,88846,LKA,IND,21919000,1396387127
Sri Lanka,Ireland,2020,female,114,LKA,IRL,21919000,4985382
Sri Lanka,Ireland,2020,male,157,LKA,IRL,21919000,4985382
Sri Lanka,Italy,2020,female,44006,LKA,ITA,21919000,59438851
Sri Lanka,Italy,2020,male,51805,LKA,ITA,21919000,59438851
Sri Lanka,Japan,2020,female,14278,LKA,JPN,21919000,126261000
Sri Lanka,Japan,2020,male,11503,LKA,JPN,21919000,126261000
Sri Lanka,Jordan,2020,female,11423,LKA,JOR,21919000,10928721
Sri Lanka,Jordan,2020,male,1136,LKA,JOR,21919000,10928721
Sri Lanka,Kuwait,2020,female,22448,LKA,KWT,21919000,4360444
Sri Lanka,Kuwait,2020,male,17219,LKA,KWT,21919000,4360444
Sri Lanka,Latvia,2020,female,48,LKA,LVA,21919000,1900449
Sri Lanka,Latvia,2020,male,125,LKA,LVA,21919000,1900449
Sri Lanka,Lebanon,2020,female,1418,LKA,LBN,21919000,5662923
Sri Lanka,Lebanon,2020,male,1353,LKA,LBN,21919000,5662923
Sri Lanka,Libya,2020,female,146,LKA,LBY,21919000,6653942
Sri Lanka,Libya,2020,male,245,LKA,LBY,21919000,6653942
Sri Lanka,Liechtenstein,2020,female,3,LKA,LIE,21919000,38756
Sri Lanka,Liechtenstein,2020,male,5,LKA,LIE,21919000,38756
Sri Lanka,Lithuania,2020,female,56,LKA,LTU,21919000,2794885
Sri Lanka,Lithuania,2020,male,5,LKA,LTU,21919000,2794885
Sri Lanka,Luxembourg,2020,female,39,LKA,LUX,21919000,630419
Sri Lanka,Luxembourg,2020,male,46,LKA,LUX,21919000,630419
Sri Lanka,Malaysia,2020,female,2338,LKA,MYS,21919000,33199993
Sri Lanka,Malaysia,2020,male,5355,LKA,MYS,21919000,33199993
Sri Lanka,Maldives,2020,female,1027,LKA,MDV,21919000,514438
Sri Lanka,Maldives,2020,male,6356,LKA,MDV,21919000,514438
Sri Lanka,Malta,2020,female,15,LKA,MLT,21919000,515332
Sri Lanka,Malta,2020,male,34,LKA,MLT,21919000,515332
Sri Lanka,Mauritius,2020,female,834,LKA,MUS,21919000,1266014
Sri Lanka,Mauritius,2020,male,303,LKA,MUS,21919000,1266014
Sri Lanka,Nauru,2020,female,31,LKA,NRU,21919000,12315
Sri Lanka,Nauru,2020,male,103,LKA,NRU,21919000,12315
Sri Lanka,Nepal,2020,female,23,LKA,NPL,21919000,29348627
Sri Lanka,Nepal,2020,male,19,LKA,NPL,21919000,29348627
Sri Lanka,Netherlands,2020,female,5300,LKA,NLD,21919000,17441500
Sri Lanka,Netherlands,2020,male,5310,LKA,NLD,21919000,17441500
Sri Lanka,New Zealand,2020,female,7702,LKA,NZL,21919000,5090200
Sri Lanka,New Zealand,2020,male,7214,LKA,NZL,21919000,5090200
Sri Lanka,North Korea,2020,female,103,LKA,PRK,21919000,25867467
Sri Lanka,North Korea,2020,male,51,LKA,PRK,21919000,25867467
Sri Lanka,Norway,2020,female,4655,LKA,NOR,21919000,5379475
Sri Lanka,Norway,2020,male,4876,LKA,NOR,21919000,5379475
Sri Lanka,Oman,2020,female,13231,LKA,OMN,21919000,4543399
Sri Lanka,Oman,2020,male,16832,LKA,OMN,21919000,4543399
Sri Lanka,Pakistan,2020,female,256,LKA,PAK,21919000,227196741
Sri Lanka,Pakistan,2020,male,283,LKA,PAK,21919000,227196741
Sri Lanka,Papua New Guinea,2020,female,13,LKA,PNG,21919000,9749640
Sri Lanka,Papua New Guinea,2020,male,65,LKA,PNG,21919000,9749640
Sri Lanka,Philippines,2020,female,34,LKA,PHL,21919000,112190977
Sri Lanka,Philippines,2020,male,148,LKA,PHL,21919000,112190977
Sri Lanka,Poland,2020,female,50,LKA,POL,21919000,37899070
Sri Lanka,Poland,2020,male,61,LKA,POL,21919000,37899070
Sri Lanka,Portugal,2020,female,28,LKA,PRT,21919000,10297081
Sri Lanka,Portugal,2020,male,58,LKA,PRT,21919000,10297081
Sri Lanka,Qatar,2020,female,43699,LKA,QAT,21919000,2760385
Sri Lanka,Qatar,2020,male,110379,LKA,QAT,21919000,2760385
Sri Lanka,Romania,2020,female,166,LKA,ROU,21919000,19265250
Sri Lanka,Romania,2020,male,581,LKA,ROU,21919000,19265250
Sri Lanka,Russian Federation,2020,female,256,LKA,RUS,21919000,145245148
Sri Lanka,Russian Federation,2020,male,330,LKA,RUS,21919000,145245148
Sri Lanka,Saudi Arabia,2020,female,167286,LKA,SAU,21919000,35997107
Sri Lanka,Saudi Arabia,2020,male,362050,LKA,SAU,21919000,35997107
Sri Lanka,Seychelles,2020,female,173,LKA,SYC,21919000,98462
Sri Lanka,Seychelles,2020,male,436,LKA,SYC,21919000,98462
Sri Lanka,Singapore,2020,female,6097,LKA,SGP,21919000,5685807
Sri Lanka,Singapore,2020,male,4670,LKA,SGP,21919000,5685807
Sri Lanka,Slovakia,2020,female,12,LKA,SVK,21919000,5458827
Sri Lanka,Slovakia,2020,male,12,LKA,SVK,21919000,5458827
Sri Lanka,Slovenia,2020,female,10,LKA,SVN,21919000,2102419
Sri Lanka,Slovenia,2020,male,9,LKA,SVN,21919000,2102419
Sri Lanka,South Africa,2020,female,522,LKA,ZAF,21919000,58801927
Sri Lanka,South Africa,2020,male,664,LKA,ZAF,21919000,58801927
Sri Lanka,South Korea,2020,female,7839,LKA,KOR,21919000,51836239
Sri Lanka,South Korea,2020,male,25002,LKA,KOR,21919000,51836239
Sri Lanka,Spain,2020,female,328,LKA,ESP,21919000,47365655
Sri Lanka,Spain,2020,male,518,LKA,ESP,21919000,47365655
Sri Lanka,Sweden,2020,female,4177,LKA,SWE,21919000,10353442
Sri Lanka,Sweden,2020,male,3310,LKA,SWE,21919000,10353442
Sri Lanka,Switzerland,2020,female,16666,LKA,CHE,21919000,8638167
Sri Lanka,Switzerland,2020,male,19089,LKA,CHE,21919000,8638167
Sri Lanka,Thailand,2020,female,3982,LKA,THA,21919000,71475664
Sri Lanka,Thailand,2020,male,4020,LKA,THA,21919000,71475664
Sri Lanka,Turkey,2020,female,17,LKA,TUR,21919000,83384680
Sri Lanka,Turkey,2020,male,53,LKA,TUR,21919000,83384680
Sri Lanka,United Arab Emirates,2020,female,53652,LKA,ARE,21919000,9287289
Sri Lanka,United Arab Emirates,2020,male,66839,LKA,ARE,21919000,9287289
Sri Lanka,United Kingdom,2020,female,60079,LKA,GBR,21919000,67081234
Sri Lanka,United Kingdom,2020,male,68128,LKA,GBR,21919000,67081234
Sri Lanka,United States of America,2020,female,26499,LKA,USA,21919000,331526933
Sri Lanka,United States of America,2020,male,25044,LKA,USA,21919000,331526933
Sri Lanka,Vietnam,2020,female,32,LKA,VNM,21919000,96648685
Sri Lanka,Vietnam,2020,male,50,LKA,VNM,21919000,96648685
State of Palestine,Thailand,2020,female,7,PSE,THA,4803269,71475664
State of Palestine,Thailand,2020,male,8,PSE,THA,4803269,71475664
Sudan,Philippines,2020,female,7,SDN,PHL,44440486,112190977
Sudan,Philippines,2020,male,57,SDN,PHL,44440486,112190977
Sudan,Thailand,2020,male,1,SDN,THA,44440486,71475664
