Atoll,island,atoll_official,indicator_full,value,sex_modifier,population_modifier,indicator,indicator2,value2
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,303,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,303
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,875,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,875
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,198,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,198
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,384,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,384
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,65,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,65
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),42.674731182795696,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),42.674731182795696
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),36.82795698924731,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),36.82795698924731
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),20.362903225806452,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),20.362903225806452
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),58.803763440860216,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),58.803763440860216
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),13.306451612903224,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),13.306451612903224
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),25.806451612903224,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),25.806451612903224
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),4.368279569892473,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),4.368279569892473
Sh,Foakaidhoo,Shaviyani Atoll,Area (in hectare),67.814448,NA,NA,Area (in hectare),Area (in hectare),67.814448
Sh,Foakaidhoo,Shaviyani Atoll,Area (in sq km),0.6781444799999999,NA,NA,Area (in sq km),Area (in sq km),0.6781444799999999
Sh,Foakaidhoo,Shaviyani Atoll,Population density Resident Maldivian Population,2194.222682458464,NA,Resident Maldivians,Population density ,Population density ,2194.222682458464
Sh,Foakaidhoo,Shaviyani Atoll,Median Age Resident Maldivians,24,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,24
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivians Population Both sexes,2058,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,2058
Sh,Funadhoo,Shaviyani Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.2642733668737372,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.2642733668737372
Sh,Funadhoo,Shaviyani Atoll,Resident Foreigners (%) (out of resident Population),8.736141906873614,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),8.736141906873614
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),90.9090909090909,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),90.9090909090909
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Dependency Ratio,59.53488372093023,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,59.53488372093023
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,50.46511627906977,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,50.46511627906977
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,9.069767441860465,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,9.069767441860465
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,766,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,766
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,651,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,651
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,406,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,406
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,1290,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,1290
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,264,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,264
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,519,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,519
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,117,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,117
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),37.220602526724974,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),37.220602526724974
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),31.63265306122449,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),31.63265306122449
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),19.727891156462583,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),19.727891156462583
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),62.68221574344023,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),62.68221574344023
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),12.82798833819242,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),12.82798833819242
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),25.218658892128282,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),25.218658892128282
Sh,Funadhoo,Shaviyani Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),5.685131195335277,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),5.685131195335277
Sh,Funadhoo,Shaviyani Atoll,Area (in hectare),122.498119,NA,NA,Area (in hectare),Area (in hectare),122.498119
Sh,Funadhoo,Shaviyani Atoll,Area (in sq km),1.22498119,NA,NA,Area (in sq km),Area (in sq km),1.22498119
Sh,Funadhoo,Shaviyani Atoll,Population density Resident Maldivian Population,1680.0257969675436,NA,Resident Maldivians,Population density ,Population density ,1680.0257969675436
Sh,Funadhoo,Shaviyani Atoll,Median Age Resident Maldivians,29,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,29
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivians Population Both sexes,538,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,538
Sh,Goidhoo,Shaviyani Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.0173045486465202,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.0173045486465202
Sh,Goidhoo,Shaviyani Atoll,Resident Foreigners (%) (out of resident Population),9.121621621621621,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),9.121621621621621
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),84.87972508591065,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),84.87972508591065
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Dependency Ratio,69.18238993710692,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,69.18238993710692
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,53.144654088050316,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,53.144654088050316
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,16.037735849056602,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,16.037735849056602
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,194,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,194
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,169,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,169
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,95,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,95
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,318,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,318
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,61,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,61
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,134,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,134
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,51,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,51
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),36.059479553903344,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),36.059479553903344
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),31.412639405204462,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),31.412639405204462
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),17.657992565055764,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),17.657992565055764
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),59.10780669144982,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),59.10780669144982
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),11.338289962825279,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),11.338289962825279
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),24.907063197026023,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),24.907063197026023
Sh,Goidhoo,Shaviyani Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),9.479553903345725,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),9.479553903345725
Sh,Goidhoo,Shaviyani Atoll,Area (in hectare),100.616365,NA,NA,Area (in hectare),Area (in hectare),100.616365
Sh,Goidhoo,Shaviyani Atoll,Area (in sq km),1.00616365,NA,NA,Area (in sq km),Area (in sq km),1.00616365
Sh,Goidhoo,Shaviyani Atoll,Population density Resident Maldivian Population,534.7042700260539,NA,Resident Maldivians,Population density ,Population density ,534.7042700260539
Sh,Goidhoo,Shaviyani Atoll,Median Age Resident Maldivians,30,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,30
Sh,Kaditheemu,Shaviyani Atoll,Resident Maldivians Population Both sexes,1144,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,1144
Sh,Kaditheemu,Shaviyani Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.989939750557017,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.989939750557017
Sh,Kaditheemu,Shaviyani Atoll,Resident Foreigners (%) (out of resident Population),4.107292539815591,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),4.107292539815591
Sh,Kaditheemu,Shaviyani Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),77.08978328173374,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),77.08978328173374
Sh,Kaditheemu,Shaviyani Atoll,Resident Maldivian Population 2022 Dependency Ratio,68.98079763663219,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,68.98079763663219
Sh,Kaditheemu,Shaviyani Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,57.60709010339734,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,57.60709010339734
Sh,Kaditheemu,Shaviyani Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,11.37370753323486,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,11.37370753323486
Sh,Kaditheemu,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,460,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,460
Sh,Kaditheemu,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,390,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,390
Sh,Kaditheemu,Shaviyani Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,225,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,225
