indicator,island,atoll_official,atoll_local_names,population,value,value2,indicator2
Youth Population (International) (15-24 yrs)%,Thinadhoo,Vaavu Atoll,Vaavu (V),Maldivians,8.1081081081081,8.1081081081081,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Thoddoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,13.7998691955526,13.7998691955526,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Thulhaadhoo,Baa Atoll,Baa (B),Maldivians,9.58531611148878,9.58531611148878,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Thulusdhoo,Kaafu Atoll,Kaafu (K),Maldivians,9.59595959595959,9.59595959595959,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Thurakunu,Haa Alif Atoll,Haa Alif (HA),Maldivians,7.89473684210526,7.89473684210526,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Ugoofaaru,Raa Atoll,Raa (R),Maldivians,11.9529719137818,11.9529719137818,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Ukulhas,Alif Uthuru Buri,Alif Alif (AA),Maldivians,13.8651471984805,13.8651471984805,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Uligamu,Haa Alif Atoll,Haa Alif (HA),Maldivians,9.26966292134831,9.26966292134831,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Utheemu,Haa Alif Atoll,Haa Alif (HA),Maldivians,8.23117338003502,8.23117338003502,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,13.4831460674157,13.4831460674157,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Vaadhoo,Raa Atoll,Raa (R),Maldivians,12.7710843373493,12.7710843373493,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Vaikaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,10.2158273381294,10.2158273381294,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Vandhoo,Thaa Atoll,Thaa (Th),Maldivians,12.6213592233009,12.6213592233009,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Vashafaru,Haa Alif Atoll,Haa Alif (HA),Maldivians,13.5467980295566,13.5467980295566,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Velidhoo,Noonu Atoll,Noonu (N),Maldivians,10.2157360406091,10.2157360406091,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Veymandoo,Thaa Atoll,Thaa (Th),Maldivians,12.331081081081,12.331081081081,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Veyvah,Meemu Atoll,Meemu (M),Maldivians,5.95744680851063,5.95744680851063,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Viligili,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,12.3082972866692,12.3082972866692,Youth Population (International) (15-24 yrs)%
Youth Population (International) (15-24 yrs)%,Vilufushi,Thaa Atoll,Thaa (Th),Maldivians,9.32642487046632,9.32642487046632,Youth Population (International) (15-24 yrs)%
Youth Population (National) (18-35 yrs),Agolhitheemu,Raa Atoll,Raa (R),Maldivians,95,95,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Alifushi,Raa Atoll,Raa (R),Maldivians,343,343,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Baarah,Haa Alif Atoll,Haa Alif (HA),Maldivians,240,240,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Badidhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,135,135,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Biledhdhoo,Faafu Atoll,Faafu (F),Maldivians,200,200,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Bilehffahi,Shaviyani Atoll,Shaviyani (Sh),Maldivians,115,115,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Bodufolhudhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,151,151,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Buruni,Thaa Atoll,Thaa (Th),Maldivians,79,79,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhaandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,217,217,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhabidhoo,Laamu Atoll,Laamu (L),Maldivians,135,135,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhangethi,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,190,190,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dharaboodhoo,Faafu Atoll,Faafu (F),Maldivians,87,87,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dharavandhoo,Baa Atoll,Baa (B),Maldivians,218,218,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhevvadhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,100,100,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhidhdhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,27,27,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,746,746,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhiffushi,Kaafu Atoll,Kaafu (K),Maldivians,253,253,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhiggaru,Meemu Atoll,Meemu (M),Maldivians,180,180,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhigurah,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,142,142,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhiyamigili,Thaa Atoll,Thaa (Th),Maldivians,128,128,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhonfanu,Baa Atoll,Baa (B),Maldivians,90,90,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Dhuvaafaru,Raa Atoll,Raa (R),Maldivians,947,947,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Eydhafushi,Baa Atoll,Baa (B),Maldivians,506,506,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Fainu,Raa Atoll,Raa (R),Maldivians,104,104,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Fares,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,190,190,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Feeali,Faafu Atoll,Faafu (F),Maldivians,228,228,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Feevah,Shaviyani Atoll,Shaviyani (Sh),Maldivians,159,159,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Fehendhoo,Baa Atoll,Baa (B),Maldivians,51,51,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Felidhoo,Vaavu Atoll,Vaavu (V),Maldivians,110,110,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Fenfushi,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,194,194,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Feridhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,126,126,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Feydhoo,Seenu Atoll,Addu (S),Maldivians,646,646,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Feydhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,190,190,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Filladhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,117,117,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,97,97,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,99,99,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,384,384,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),Maldivians,1928,1928,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Fodhdhoo,Noonu Atoll,Noonu (N),Maldivians,80,80,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Fonadhoo,Laamu Atoll,Laamu (L),Maldivians,685,685,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Fulhadhoo,Baa Atoll,Baa (B),Maldivians,78,78,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Fulidhoo,Vaavu Atoll,Vaavu (V),Maldivians,94,94,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Funadhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,519,519,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Gaadhiffushi,Thaa Atoll,Thaa (Th),Maldivians,76,76,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Gaafaru,Kaafu Atoll,Kaafu (K),Maldivians,319,319,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,316,316,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Gamu,Laamu Atoll,Laamu (L),Maldivians,1011,1011,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,307,307,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Goidhoo,Baa Atoll,Baa (B),Maldivians,149,149,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Goidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,134,134,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Gulhi,Kaafu Atoll,Kaafu (K),Maldivians,235,235,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Guraidhoo,Kaafu Atoll,Kaafu (K),Maldivians,423,423,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Guraidhoo,Thaa Atoll,Thaa (Th),Maldivians,251,251,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hanghghaameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,85,85,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,525,525,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hebadhoo,Noonu Atoll,Noonu (N),Maldivians,167,167,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Himandhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,199,199,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Himmafushi,Kaafu Atoll,Kaafu (K),Maldivians,565,565,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hinnavaru,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,578,578,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hirilandhoo,Thaa Atoll,Thaa (Th),Maldivians,293,293,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,81,81,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hithaadhoo,Baa Atoll,Baa (B),Maldivians,121,121,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hithadhoo,Seenu Atoll,Addu (S),Maldivians,1612,1612,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,171,171,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),Maldivians,371,371,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Holhudhoo,Noonu Atoll,Noonu (N),Maldivians,309,309,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hulhudheli,Dhaal Atoll,Dhaalu (Dh),Maldivians,156,156,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hulhudhoo,Seenu Atoll,Addu (S),Maldivians,207,207,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Hulhudhuffaaru,Raa Atoll,Raa (R),Maldivians,266,266,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Huraa,Kaafu Atoll,Kaafu (K),Maldivians,353,353,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Iguraidhoo,Raa Atoll,Raa (R),Maldivians,247,247,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,709,709,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Innamaadhoo,Raa Atoll,Raa (R),Maldivians,153,153,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Isdhoo,Laamu Atoll,Laamu (L),Maldivians,226,226,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kaashidhoo,Kaafu Atoll,Kaafu (K),Maldivians,457,457,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),Maldivians,277,277,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kadoodhoo,Thaa Atoll,Thaa (Th),Maldivians,66,66,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kalhaidhoo,Laamu Atoll,Laamu (L),Maldivians,151,151,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kamadhoo,Baa Atoll,Baa (B),Maldivians,95,95,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,148,148,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kedhikolhudhoo,Noonu Atoll,Noonu (N),Maldivians,375,375,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kelaa,Haa Alif Atoll,Haa Alif (HA),Maldivians,190,190,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kendhoo,Baa Atoll,Baa (B),Maldivians,196,196,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Keyodhoo,Vaavu Atoll,Vaavu (V),Maldivians,99,99,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kibidhoo,Thaa Atoll,Thaa (Th),Maldivians,116,116,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kihaadhoo,Baa Atoll,Baa (B),Maldivians,117,117,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kinolhas,Raa Atoll,Raa (R),Maldivians,106,106,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,74,74,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,129,129,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kolhufushi,Meemu Atoll,Meemu (M),Maldivians,147,147,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Komandoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,180,180,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kudafari,Noonu Atoll,Noonu (N),Maldivians,124,124,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kudahuvadhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,673,673,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kudarikilu,Baa Atoll,Baa (B),Maldivians,113,113,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,2530,2530,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,241,241,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kunahandhoo,Laamu Atoll,Laamu (L),Maldivians,135,135,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kunburudhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,119,119,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kurendhoo,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,263,263,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Kurinbi,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,125,125,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Landhoo,Noonu Atoll,Noonu (N),Maldivians,169,169,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),Maldivians,135,135,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Lhohi,Noonu Atoll,Noonu (N),Maldivians,151,151,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maabaidhoo,Laamu Atoll,Laamu (L),Maldivians,109,109,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maaeboodhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,161,161,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maafaru,Noonu Atoll,Noonu (N),Maldivians,263,263,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maafushi,Kaafu Atoll,Kaafu (K),Maldivians,1517,1517,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maakurathu,Raa Atoll,Raa (R),Maldivians,222,222,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maalhendhoo,Noonu Atoll,Noonu (N),Maldivians,169,169,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maalhoss,Alif Uthuru Buri,Alif Alif (AA),Maldivians,104,104,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maalhoss,Baa Atoll,Baa (B),Maldivians,108,108,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maamendhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,282,282,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maamendhoo,Laamu Atoll,Laamu (L),Maldivians,196,196,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maamigili,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,652,652,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,145,145,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maaugoodhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,212,212,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maavah,Laamu Atoll,Laamu (L),Maldivians,287,287,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,274,274,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Madifushi,Thaa Atoll,Thaa (Th),Maldivians,199,199,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maduvvari,Meemu Atoll,Meemu (M),Maldivians,58,58,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maduvvari,Raa Atoll,Raa (R),Maldivians,458,458,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Magoodhoo,Faafu Atoll,Faafu (F),Maldivians,136,136,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Magoodhoo,Noonu Atoll,Noonu (N),Maldivians,76,76,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Mahibadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,491,491,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Makunudhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,251,251,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Manadhoo,Noonu Atoll,Noonu (N),Maldivians,404,404,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Mandhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,91,91,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maradhoo,Seenu Atoll,Addu (S),Maldivians,510,510,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maradhoo-Feydhoo,Seenu Atoll,Addu (S),Maldivians,299,299,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Maroshi,Shaviyani Atoll,Shaviyani (Sh),Maldivians,93,93,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Mathiveri,Alif Uthuru Buri,Alif Alif (AA),Maldivians,218,218,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Meedhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,229,229,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Meedhoo,Raa Atoll,Raa (R),Maldivians,456,456,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Meedhoo,Seenu Atoll,Addu (S),Maldivians,374,374,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Miladhoo,Noonu Atoll,Noonu (N),Maldivians,209,209,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Milandhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,499,499,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Mulah,Meemu Atoll,Meemu (M),Maldivians,331,331,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,70,70,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Muli,Meemu Atoll,Meemu (M),Maldivians,168,168,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Mundhoo,Laamu Atoll,Laamu (L),Maldivians,44,44,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,122,122,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Naalaafushi,Meemu Atoll,Meemu (M),Maldivians,83,83,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,163,163,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Naifaru,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,975,975,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Naivaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,109,109,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Narudhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,140,140,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Nellaidhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,233,233,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Neykurendhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,132,132,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Nilandhoo,Faafu Atoll,Faafu (F),Maldivians,390,390,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Nilandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,121,121,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Nolhivaram,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,447,447,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Nolhivaramfaru,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,248,248,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Noomaraa,Shaviyani Atoll,Shaviyani (Sh),Maldivians,92,92,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Olhuvelifushi,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,191,191,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Omadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,233,233,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Omadhoo,Thaa Atoll,Thaa (Th),Maldivians,89,89,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Raimandhoo,Meemu Atoll,Meemu (M),Maldivians,34,34,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Rakeedhoo,Vaavu Atoll,Vaavu (V),Maldivians,15,15,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Rasdhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,267,267,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Rasgetheemu,Raa Atoll,Raa (R),Maldivians,94,94,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Rasmaadhoo,Raa Atoll,Raa (R),Maldivians,107,107,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,95,95,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Ribudhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,56,56,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,64,64,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Thimarafushi,Thaa Atoll,Thaa (Th),Maldivians,243,243,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,1279,1279,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Thinadhoo,Vaavu Atoll,Vaavu (V),Maldivians,28,28,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Thoddoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,411,411,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Thulhaadhoo,Baa Atoll,Baa (B),Maldivians,278,278,Youth Population (National) (18-35 yrs)
