dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,administration_level,range01
GBV Children,Physical Abuse,NA,Male',Male,12,111,12,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.42480298195941535,admin2,0.9568965517241379
GBV Children,Emotional Abuse,NA,Haa Alif Atoll,Haa Alif (HA),1,0,1,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.02318421909336862,admin2,0
GBV Children,Emotional Abuse,NA,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,15,2,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.07745702488607763,admin2,0.23809523809523808
GBV Children,Emotional Abuse,NA,Shaviyani Atoll,Shaviyani (Sh),3,3,3,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.03403878025191042,admin2,0.047619047619047616
GBV Children,Emotional Abuse,NA,Noonu Atoll,Noonu (N),6,0,6,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.02318421909336862,admin2,0
GBV Children,Emotional Abuse,NA,Raa Atoll,Raa (R),7,5,7,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.041275154357604954,admin2,0.07936507936507936
GBV Children,Emotional Abuse,NA,Baa Atoll,Baa (B),4,19,4,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.09192977309746671,admin2,0.30158730158730157
GBV Children,Emotional Abuse,NA,Lhaviyani Atoll,Lhaviyani (Lh),5,0,5,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.02318421909336862,admin2,0
GBV Children,Emotional Abuse,NA,Kaafu Atoll,Kaafu Atoll,10,8,10,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.05212971551614676,admin2,0.12698412698412698
GBV Children,Emotional Abuse,NA,Alif Uthuru Buri,Alif Alif (AA),8,1,8,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.026802406146215887,admin2,0.015873015873015872
GBV Children,Emotional Abuse,NA,Alif Dhekunu Buri,Alif Dhaal (ADh),9,0,9,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.02318421909336862,admin2,0
GBV Children,Emotional Abuse,NA,Vaavu Atoll,Vaavu (V),11,0,11,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.02318421909336862,admin2,0
GBV Children,Emotional Abuse,NA,Meemu Atoll,Meemu (M),15,0,15,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.02318421909336862,admin2,0
GBV Children,Emotional Abuse,NA,Faafu Atoll,Faafu (F),14,3,14,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.03403878025191042,admin2,0.047619047619047616
GBV Children,Emotional Abuse,NA,Dhaal Atoll,Dhaalu (Dh),13,1,13,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.026802406146215887,admin2,0.015873015873015872
GBV Children,Emotional Abuse,NA,Thaa Atoll,Thaa (Th),16,3,16,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.03403878025191042,admin2,0.047619047619047616
GBV Children,Emotional Abuse,NA,Laamu Atoll,Laamu (L),17,2,17,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.030420593199063158,admin2,0.031746031746031744
GBV Children,Emotional Abuse,NA,Gaaf Alif Atoll,Gaafu Alif (GA),18,4,18,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.03765696730475769,admin2,0.06349206349206349
GBV Children,Emotional Abuse,NA,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,2,19,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.030420593199063158,admin2,0.031746031746031744
GBV Children,Emotional Abuse,NA,Gnaviyani Atoll,Gnaviyani (Gn),20,5,20,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.041275154357604954,admin2,0.07936507936507936
GBV Children,Emotional Abuse,NA,Seenu Atoll,Addu (S),21,20,21,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.09554796015031397,admin2,0.31746031746031744
GBV Children,Emotional Abuse,NA,Male',Male,12,56,12,provisionally Administrative Islands,Provisionally Resident Population,0,52482,0.2258026940528156,admin2,0.8888888888888888
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Baarah,Haa Alif Atoll,Haa Alif (HA),1,-1.3507050878535662,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.018297115432281918,admin3,0.3796245841446016
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,2.2434949369312824,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03130160342730178,admin3,0.6494388816711264
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,-0.7573644309811223,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.020443932914905684,admin3,0.4241662878405578
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,-0.5332915652032113,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.021254670456757708,admin3,0.44098729458968583
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,1.155363737508745,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.027364541209751993,admin3,0.5677535683428951
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,-0.8747022875623659,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02001938260141458,admin3,0.41535780997944277
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,-0.5335020833762619,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.021253908762629586,admin3,0.44097149112505213
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,1.3470671363249733,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.028058159965335686,admin3,0.5821446199060712
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,1.3637765599848175,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.028118617785682268,admin3,0.5833989856552685
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,-4.159126739331029,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.008135720573970218,admin3,0.16879816663128194
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Thurakunu,Haa Alif Atoll,Haa Alif (HA),1,-0.42100574654355194,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.021660941552050443,admin3,0.44941651919458536
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Uligamu,Haa Alif Atoll,Haa Alif (HA),1,-0.3808650463396722,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02180617811382034,admin3,0.4524298558906644
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,0.7450644492393708,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02588000163714329,admin3,0.5369526631410035
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,-0.5133794673910547,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02132671615125668,admin3,0.44248208303952685
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,-0.09714649981838784,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0228327248854963,admin3,0.47372842575238755
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1.9933026087044559,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.030396360784589765,admin3,0.6306571035782146
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,-2.4584906256149672,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.014288940142222168,admin3,0.29646383220536354
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1.64253153263345,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.029127205418636348,admin3,0.6043249432003606
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1.1556826044733084,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.027365694930074756,admin3,0.5677775054820233
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Kuribi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,0.9496374840887415,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02662018514319696,admin3,0.5523098300516172
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Makunudhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,-0.09320754787589235,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.022846976750416425,admin3,0.4740241203559228
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Naivaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1.1727905214248295,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.027427594573689935,admin3,0.5690617858678078
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Nellaidhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,2.251567560762756,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03133081169033132,admin3,0.6500448883800642
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Neykurendhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,-2.8327360369656027,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.012934850240285798,admin3,0.26836946848888077
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Nolhivaram,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,0.6008663227329244,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.025358265842772836,admin3,0.5261278019925741
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Nolhivaramfaru,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1.655418880822912,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.029173834255000995,admin3,0.6052923881880466
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Vaikaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,-0.8862797827155041,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.01997749305834709,admin3,0.4144886948215996
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Bilehffahi,Shaviyani Atoll,Shaviyani (Sh),3,0.29262138478177363,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02424297799917227,admin3,0.502988051609768
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Feevah,Shaviyani Atoll,Shaviyani (Sh),3,0.4215772027661395,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.024709564270192632,admin3,0.512668682404236
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Feydhoo,Shaviyani Atoll,Shaviyani (Sh),3,1.000450720334629,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0268040369366951,admin3,0.5561243472037487
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),3,1.5088743764170536,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.028643608826493798,admin3,0.5942913859511145
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Funadhoo,Shaviyani Atoll,Shaviyani (Sh),3,0.2642733668737372,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.024140409567803528,admin3,0.5008599840327321
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Goidhoo,Shaviyani Atoll,Shaviyani (Sh),3,1.0173045486465202,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.026865017240084093,admin3,0.5573895533178346
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),3,0.989939750557017,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02676600628193287,admin3,0.5553352954238499
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Komandoo,Shaviyani Atoll,Shaviyani (Sh),3,-2.589609643348283,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.013814527009877432,admin3,0.2866208113890137
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),3,0.044460595799348204,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0233450858454517,admin3,0.48435877986885273
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Maaugoodhoo,Shaviyani Atoll,Shaviyani (Sh),3,1.8179204591380254,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02976179536172799,admin3,0.6174912777594941
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Maroshi,Shaviyani Atoll,Shaviyani (Sh),3,0,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02318421909336862,admin3,0.48102115137280654
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Milandhoo,Shaviyani Atoll,Shaviyani (Sh),3,1.2107332446271135,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.027564878443530203,admin3,0.5719101218358874
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Narudhoo,Shaviyani Atoll,Shaviyani (Sh),3,1.2867270821804875,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.027839838362662003,admin3,0.5776149306262762
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Noomaraa,Shaviyani Atoll,Shaviyani (Sh),3,0.1843279938703803,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.023851152254267743,admin3,0.4948585360029475
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Fodhdhoo,Noonu Atoll,Noonu (N),6,3.03491962778983,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03416512599706983,admin3,0.7088506271323235
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Hebadhoo,Noonu Atoll,Noonu (N),6,2.6709905364704083,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.032848362470703434,admin3,0.6815307029637475
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Holhudhoo,Noonu Atoll,Noonu (N),6,-1.8961410720360623,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0163236260161558,admin3,0.338679053594532
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Kedhikolhudhoo,Noonu Atoll,Noonu (N),6,1.7767060943489177,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02961267408065671,admin3,0.6143973417495635
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Kudafari,Noonu Atoll,Noonu (N),6,3.5778327325106387,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.036129487163391774,admin3,0.7496067667344756
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Landhoo,Noonu Atoll,Noonu (N),6,0.8890584870682321,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.026400999000502877,admin3,0.5477622034829126
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Lhohi,Noonu Atoll,Noonu (N),6,0.8474061266030684,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.026250292969147295,admin3,0.5446353874176596
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Maafaru,Noonu Atoll,Noonu (N),6,2.424705242123898,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03195725620739221,admin3,0.6630422234058534
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Maalhendhoo,Noonu Atoll,Noonu (N),6,0.7854779570479451,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.026026225267856418,admin3,0.5399864793295186
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Magoodhoo,Noonu Atoll,Noonu (N),6,1.4961846138896462,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.028597694892013425,admin3,0.5933387735927315
Population,Growth Rate (for Resident Maldivian Population - 2014 to 2022),Manadhoo,Noonu Atoll,Noonu (N),6,1.535190492961437,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.028738825458655904,admin3,0.5962669199920932
